CB代號,CB名稱,個股現價,轉換價格,餘額比例(%),距轉換價差距(%),已發行/近期上市
84762,台境二,19.5,19.5,89.96,0.0,已發行CB
55344,長虹四,74.4,74.8,100,-0.53,已發行CB
65852,鼎基二,105.5,106.1,34.95,-0.57,已發行CB
65851,鼎基一,105.5,106.3,48.38,-0.75,已發行CB
45554,氣立四,42.5,42.9,100,-0.93,已發行CB
68692,雲豹能源二,69.5,70.2,100,-1.0,已發行CB
44391,冠星一KY,97.5,96.3,96.48,1.25,已發行CB
35161,亞帝歐一,25.25,25.62,100,-1.44,已發行CB
61994,天品四,116.5,114.8,100,1.48,已發行CB
24023,毅嘉三,54.1,53.3,100,1.5,已發行CB
61012,寬魚國際二,38.3,38.9,71.16,-1.54,已發行CB
81552,博智二,344.5,338.0,100,1.92,已發行CB
80506,廣積六,59.3,60.9,47.36,-2.63,已發行CB
27562,聯發國際二,62.5,64.3,100,-2.8,已發行CB
27562,聯發國際二,62.5,64.3,100,-2.8,近期上市
15142,亞力二,102.0,105.1,100,-2.95,已發行CB
74022,邑錡二,100.0,97.12,98.75,2.97,已發行CB
68211,聯寶一,40.85,42.19,41.5,-3.18,已發行CB
89366,國統六,52.0,53.8,100,-3.35,已發行CB
41904,佐登四KY,25.2,26.1,100,-3.45,已發行CB
27532,八方雲集二,181.0,187.9,100,-3.67,已發行CB
45811,光隆精密一KY,48.35,50.2,100,-3.69,已發行CB
20344,允強四,21.95,22.8,100,-3.73,已發行CB
84424,威宏四KY,46.2,48.0,100,-3.75,已發行CB
84424,威宏四KY,46.2,48.0,100,-3.75,近期上市
61011,寬魚國際一,38.3,36.9,96.8,3.79,已發行CB
65761,逸達一,80.9,84.3,100,-4.03,已發行CB
81114,立碁四,77.5,74.4,100,4.17,已發行CB
31413,晶宏三,89.2,93.1,7.35,-4.19,已發行CB
26462,星宇航空二,20.3,21.2,100,-4.25,已發行CB
26462,星宇航空二,20.3,21.2,100,-4.25,近期上市
52845,jpp五KY,302.0,315.5,100,-4.28,已發行CB
69131,鴻呈一,129.0,123.7,100,4.28,已發行CB
45416,晟田六,60.1,62.8,100,-4.3,已發行CB
45416,晟田六,60.1,62.8,100,-4.3,近期上市
27271,王品一,228.0,218.2,99.99,4.49,已發行CB
27531,八方雲集一,181.0,189.8,100,-4.64,已發行CB
22363,百達三KY,112.5,118.1,22.80,-4.74,已發行CB
62822,康舒二,43.0,45.2,99.92,-4.87,已發行CB
