排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體封裝與測試,-4.52,25.0,1/4,38.45,13.86,-9.0,-10.26
2,記憶體製造,-4.27,25.0,1/4,44.61,-330.27,27.97,307.67
3,紡織,-0.96,20.0,4/20,-4.55,4.07,5.48,7.88
4,PCB,-3.6,20.0,3/15,-39.21,-55.87,91.28,141.36
5,TPU_伺服器主板與印刷電路板,-3.71,20.0,1/5,-59.8,-32.25,38.57,35.12
6,無塵室與機電工程,-3.29,20.0,1/5,35.83,69.02,5.09,24.8
7,軍工_航太製造與維修,-1.5,16.67,1/6,0.96,-0.32,0.0,0.01
8,軍工_無人機相關,-3.56,11.11,1/9,-205.78,-268.14,-35.47,-171.3
9,銅,-5.37,10.0,1/10,2.62,-40.1,8.38,69.15
10,軟體設計,-2.21,6.67,1/15,-0.08,-0.69,-0.01,-0.03
11,鋼鐵,-1.94,6.67,1/15,-10.38,12.26,-0.71,-8.45
12,被動元件,-6.01,5.26,1/19,-148.64,-264.47,0.13,-24.52
13,化學,-3.63,5.0,1/20,-34.67,-27.18,7.12,59.43
14,航運,-2.66,0.0,0/15,8.99,54.38,-0.23,-1.12
15,造紙,-1.4,0.0,0/7,0.08,0.22,0.0,-0.01
16,記憶體模組,-4.13,0.0,0/7,-12.5,-32.29,-4.1,-7.97
17,記憶體控制IC,-5.23,0.0,0/5,-0.96,-10.94,0.11,0.27
18,金融,-2.71,0.0,0/19,-22.85,-6.79,5.4,50.4
19,銀,-6.44,0.0,0/4,-70.77,-127.6,10.14,64.2
20,電器電纜,-4.41,0.0,0/10,-16.67,-57.42,0.99,16.98
21,BBU_電池模組,-4.29,0.0,0/7,-4.96,-4.4,1.66,-3.55
22,玻璃,-5.76,0.0,0/15,-96.97,-117.91,43.17,79.21
23,網通設備組件,-6.33,0.0,0/20,-239.53,-318.18,-33.05,-195.96
24,BBU_電源供應器與整合,-5.21,0.0,0/5,-98.94,-162.45,-19.0,-97.61
25,機器人,-6.05,0.0,0/14,-105.29,-175.89,-19.17,-96.06
26,廠務系統與水處理,-2.17,0.0,0/6,-0.77,-3.01,-0.1,-0.12
27,工業自動化與機器人,-5.94,0.0,0/7,-2.5,-1.64,1.08,2.81
28,塑膠,-2.78,0.0,0/18,-22.85,-6.78,5.4,50.4
29,半導體設備,-5.02,0.0,0/7,2.75,-8.66,-2.24,-2.99
30,光學元件或組裝,-7.08,0.0,0/15,-8.96,-31.77,-15.1,-25.58
31,低軌衛星,-5.08,0.0,0/7,24.64,-29.4,0.2,-6.94
32,TPU_散熱,-7.44,0.0,0/4,-54.82,-51.66,4.91,10.46
33,TPU_光通訊與連接器,-5.06,0.0,0/4,11.28,2.21,-2.67,-21.68
34,IC設計,-8.29,0.0,0/13,-234.82,-334.59,-32.33,-138.03
35,CPO_光通訊,-7.48,0.0,0/6,0.03,14.8,-8.87,-28.79
36,CPO_先進封裝測試,-6.69,0.0,0/5,9.48,-7.15,-9.24,0.27
37,電池或電源,-5.38,0.0,0/20,-119.12,-220.06,-13.74,-81.57
