股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,74.6,5,41299929,8259,76.4,73.9,3.38%
1402,遠東新,28.5,5,66070244,13214,29.25,28.2,3.72%
1513,中興電,175.5,5,17013580,3402,185.5,175.5,5.70%
2317,鴻海,248.5,5,3600506,720,275.5,248.0,11.09%
2377,微星,131.5,5,7172000,1434,140.5,131.0,7.25%
2382,廣達,362.0,5,11667467,2333,385.0,357.0,7.84%
2412,中華電,143.0,5,5813854,1162,146.0,143.0,2.10%
2504,國產,32.8,5,13485758,2697,34.05,32.3,5.42%
2633,台灣高鐵,26.05,5,49165000,9833,26.75,25.65,4.29%
2845,遠東銀,13.0,5,54016064,10803,13.25,12.8,3.52%
2880,華南金,36.9,5,90144401,18028,38.5,36.25,6.21%
2884,玉山金,34.55,5,74155625,14831,36.6,34.55,5.93%
2886,兆豐金,46.15,5,143994945,28798,46.95,44.3,5.98%
2890,永豐金,39.15,5,116257580,23251,40.9,38.9,5.14%
2892,第一金,32.65,5,91003764,18200,33.25,32.0,3.91%
2912,統一超,223.0,5,3226973,645,230.5,221.0,4.30%
3045,台灣大,118.5,4,4708050,941,120.5,117.0,2.99%
3231,緯創,153.0,5,32693314,6538,166.0,153.0,8.50%
3481,群創,65.0,5,25138239,5027,72.6,63.9,13.62%
3596,智易,181.5,5,2718000,543,195.5,179.5,8.91%
3706,神達,83.5,4,3623000,724,89.6,83.5,7.31%
4904,遠傳,107.0,5,87414426,17482,110.0,104.0,5.77%
5876,上海商銀,42.4,5,38089012,7617,42.65,41.2,3.52%
8926,台汽電,76.2,5,6366000,1273,84.3,75.5,11.66%
