排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2610,華航,航運業,上市,49801,166480
2,1301,台塑,塑膠工業,上市,41442,111244
3,2618,長榮航,航運業,上市,23731,99398
4,2449,京元電子,半導體業,上市,5408,65913
5,2002,中鋼,鋼鐵工業,上市,-8025,52147
6,5880,合庫金,金融保險業,上市,31418,46549
7,6770,力積電,半導體業,上市,-85995,45651
8,2890,永豐金,金融保險業,上市,5405,44566
9,2892,第一金,金融保險業,上市,19988,42808
10,1802,台玻,玻璃陶瓷,上市,8612,36160
11,1326,台化,塑膠工業,上市,5143,31472
12,1314,中石化,塑膠工業,上市,8361,29756
13,6213,聯茂,電子零組件業,上市,6151,28475
14,2801,彰銀,金融保險業,上市,12781,28305
15,1402,遠東新,紡織纖維,上市,6191,26150
16,2884,玉山金,金融保險業,上市,4886,25568
17,2886,兆豐金,金融保險業,上市,10063,21903
18,1815,富喬,電子零組件業,上櫃,3637,21835
19,3374,精材,半導體業,上櫃,-248,21445
20,2426,鼎元,光電業,上市,-4354,21279
21,2337,旺宏,半導體業,上市,-50518,19652
22,5347,世界,半導體業,上櫃,5357,19333
23,2363,矽統,半導體業,上市,13289,19169
24,2369,菱生,半導體業,上市,-2065,17400
25,8046,南電,電子零組件業,上市,8927,17394
26,2303,聯電,半導體業,上市,-26245,17372
27,2834,臺企銀,金融保險業,上市,10101,16442
28,8110,華東,半導體業,上市,15851,16236
29,1718,中纖,化學工業,上市,20596,15618
30,6257,矽格,半導體業,上市,147,14741
31,8105,凌巨,光電業,上市,-5197,14032
32,2867,三商壽,金融保險業,上市,2800,13047
33,2887,台新金,金融保險業,上市,8722,12785
34,2388,威盛,半導體業,上市,-1181,12327
35,2340,台亞,半導體業,上市,390,10903
36,2401,凌陽,半導體業,上市,70,10506
37,2481,強茂,半導體業,上市,-3050,9670
38,3715,定穎投控,電子零組件業,上市,-2564,9634
39,2812,台中銀,金融保險業,上市,4591,9498
40,3264,欣銓,半導體業,上櫃,-688,9022
41,1312,國喬,塑膠工業,上市,3474,9012
42,2883,凱基金,金融保險業,上市,15870,8947
43,3711,日月光投控,半導體業,上市,-5858,8941
44,3035,智原,半導體業,上市,-944,8864
45,2441,超豐,半導體業,上市,-3661,8742
46,2323,中環,光電業,上市,210,8714
47,6168,宏齊,光電業,上市,-787,8157
48,1513,中興電,電機機械,上市,3439,7608
49,3707,漢磊,半導體業,上櫃,-4510,7575
50,6505,台塑化,油電燃氣業,上市,2905,7386
