股票代碼,公司名稱,符合策略數,符合策略
6182,合晶,5,"外資買超, 大戶持有, 強勢股, 盤整突破, 隔日衝"
2618,長榮航,3,"外資買超, 大戶持有, 強勢股"
6271,同欣電,3,"外資買超, 強勢股, 盤整突破"
3360,尚立,3,"大戶持有, 強勢股, 盤整突破"
3035,智原,2,"大戶持有, 隔日衝"
2834,臺企銀,2,"外資買超, 隔日衝"
2610,華航,2,"外資買超, 強勢股"
1301,台塑,2,"外資買超, 強勢股"
3481,群創,2,"外資買超, 強勢股"
1718,中纖,2,"外資買超, 強勢股"
2892,第一金,2,"外資買超, 投信連續"
2458,義隆,2,"外資買超, 強勢股"
6672,騰輝電子-KY,2,"外資買超, 大戶持有"
2912,統一超,2,"外資買超, 投信連續"
2492,華新科,2,"外資買超, 盤整突破"
2316,楠梓電,2,"外資買超, 大戶持有"
1513,中興電,2,"強勢股, 投信連續"
2886,兆豐金,2,"強勢股, 投信連續"
2890,永豐金,2,"強勢股, 投信連續"
2363,矽統,2,"強勢股, 盤整突破"
2401,凌陽,2,"大戶持有, 強勢股"
3094,聯傑,2,"大戶持有, 盤整突破"
6202,盛群,2,"大戶持有, 盤整突破"
3041,揚智,2,"大戶持有, 盤整突破"
3390,旭軟,2,"大戶持有, 盤整突破"
