排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,2610,華航,航運業,上市,4,49801,166480
2,1301,台塑,塑膠工業,上市,4,41442,111244
3,2618,長榮航,航運業,上市,4,23731,99398
4,2449,京元電子,半導體業,上市,5,5408,65913
5,5880,合庫金,金融保險業,上市,4,31418,46549
6,2890,永豐金,金融保險業,上市,5,5405,44566
7,2892,第一金,金融保險業,上市,5,19988,42808
8,1326,台化,塑膠工業,上市,4,5143,31472
9,1314,中石化,塑膠工業,上市,4,8361,29756
10,6213,聯茂,電子零組件業,上市,4,6151,28475
11,1402,遠東新,紡織纖維,上市,5,6191,26150
12,2886,兆豐金,金融保險業,上市,4,10063,21903
13,1815,富喬,電子零組件業,上櫃,4,3637,21835
14,5347,世界,半導體業,上櫃,4,5357,19333
15,2363,矽統,半導體業,上市,4,13289,19169
16,8046,南電,電子零組件業,上市,3,8927,17394
17,2834,臺企銀,金融保險業,上市,3,10101,16442
18,1718,中纖,化學工業,上市,3,20596,15618
19,2401,凌陽,半導體業,上市,4,70,10506
20,2812,台中銀,金融保險業,上市,3,4591,9498
21,1312,國喬,塑膠工業,上市,5,3474,9012
22,2323,中環,光電業,上市,4,210,8714
23,1513,中興電,電機機械,上市,5,3439,7608
24,6505,台塑化,油電燃氣業,上市,4,2905,7386
25,1102,亞泥,水泥工業,上市,4,804,6860
26,3045,台灣大,通信網路業,上市,4,2900,6737
27,6672,騰輝電子-KY,電子零組件業,上市,4,3416,6325
28,1717,長興,化學工業,上市,4,4576,6073
29,2845,遠東銀,金融保險業,上市,3,4649,5477
30,6226,光鼎,光電業,上市,5,141,5246
31,2377,微星,電腦及週邊設備業,上市,5,760,5229
32,2436,偉詮電,半導體業,上市,4,300,4871
33,5328,華容,電子零組件業,上櫃,3,6970,4631
34,8932,智通*,其他業,上櫃,4,2401,4629
35,2483,百容,電子零組件業,上市,4,1103,4279
36,2646,星宇航空,航運業,上市,4,148,3944
37,2103,台橡,橡膠工業,上市,4,164,3865
38,1229,聯華,食品工業,上市,3,2314,3705
39,1304,台聚,塑膠工業,上市,4,483,3526
40,2915,潤泰全,貿易百貨業,上市,4,657,3153
41,1907,永豐餘,造紙工業,上市,4,189,3058
42,8476,台境*,綠能環保,上市,5,381,2997
43,6127,九豪,電子零組件業,上櫃,4,1247,2839
44,2014,中鴻,鋼鐵工業,上市,4,628,2612
45,2347,聯強,電子通路業,上市,4,1245,2583
46,2476,鉅祥,電子零組件業,上市,5,262,2427
47,8021,尖點,其他電子業,上市,5,117,2083
48,1210,大成,食品工業,上市,5,1254,2079
49,4306,炎洲,塑膠工業,上市,5,404,1966
50,6139,亞翔,其他電子業,上市,3,2669,1917
