股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1409,新纖,22.8,35.31%,18564,3.26
1524,耿鼎,33.45,17.16%,20615,4.17
1563,巧新,66.7,49.05%,14824,4.35
1568,倉佑,45.35,58.29%,13595,6.06
1605,華新,38.75,11.03%,102863,1.64
1609,大亞,39.25,17.16%,40746,3.13
2302,麗正,37.5,51.21%,17610,4.5
2303,聯電,144.5,31.36%,366515,1.84
2317,鴻海,289.0,16.3%,289511,1.57
2324,仁寶,36.7,28.1%,709500,4.22
2338,光罩,57.9,20.88%,10061,1.84
2344,華邦電,158.0,22.01%,249880,1.71
2352,佳世達,28.9,14.68%,14114,1.82
2353,宏碁,35.2,27.08%,75474,2.79
2356,英業達,70.2,34.48%,220828,3.94
2369,菱生,40.3,35.69%,48804,2.32
2375,凱美,166.5,67.51%,47401,4.54
2376,技嘉,370.0,13.32%,33434,1.5
2377,微星,131.0,16.96%,41284,2.27
2405,輔信,17.65,15.74%,18377,2.46
2441,超豐,141.5,32.86%,15708,1.97
2472,立隆電,371.0,70.97%,21372,2.16
2481,強茂,162.5,38.3%,40975,1.74
2495,普安,51.5,46.51%,22833,1.94
2881,富邦金,110.0,14.46%,139031,2.96
3016,嘉晶,138.0,24.32%,23100,3.42
3149,正達,71.2,24.04%,29633,2.68
3481,群創,51.0,41.27%,897327,1.71
3537,堡達,77.0,45.28%,14036,6.61
3706,神達,88.8,11.14%,61351,1.95
3707,漢磊,89.3,11.07%,27258,2.27
4939,亞電,50.5,33.25%,31208,3.53
5328,華容,39.6,38.46%,29947,2.71
5425,台半,116.5,61.81%,66971,3.49
5483,中美晶,172.0,22.42%,27576,1.89
5864,致和證,43.05,42.55%,11429,2.42
6015,宏遠證,19.3,30.41%,10899,2.94
6016,康和證,29.6,33.94%,20972,2.31
6116,彩晶,17.1,66.83%,289351,4.4
6127,九豪,67.3,44.89%,38105,1.88
6141,柏承,46.0,62.83%,10248,1.97
6182,合晶,99.5,80.25%,14736,1.81
6207,雷科,111.5,44.43%,19684,2.37
6239,力成,379.0,52.82%,17024,2.53
6265,方土昶,55.2,22.67%,10010,1.59
6488,環球晶,1015.0,42.96%,11189,1.97
6548,長科*,68.2,39.04%,27293,2.53
6770,力積電,88.7,41.24%,829646,2.4
8043,蜜望實,141.0,24.78%,23028,2.44
8104,錸寶,41.15,21.39%,15570,3.29
8110,華東,64.9,29.8%,62297,3.21
8150,南茂,113.0,39.68%,13898,2.08
8163,達方,39.3,16.1%,10405,2.83
