股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,71.8,5,27730523,5546,73.1,70.0,4.43%
1717,長興,81.2,5,3129696,625,89.9,81.2,10.71%
2317,鴻海,289.0,4,8653189,1730,289.0,255.0,13.33%
2357,華碩,761.0,5,3481935,696,761.0,690.0,10.29%
2376,技嘉,370.0,4,3788181,757,371.0,330.0,12.42%
2379,瑞昱,580.0,5,2739745,547,624.0,578.0,7.96%
2382,廣達,339.0,5,63535404,12707,339.0,308.5,9.89%
2412,中華電,137.0,5,11978870,2395,138.5,136.0,1.84%
2603,長榮,213.0,5,43663057,8732,222.0,209.0,6.22%
2618,長榮航,36.05,5,105198860,21039,36.7,34.8,5.46%
2880,華南金,30.5,5,116045400,23209,32.0,29.6,8.11%
2886,兆豐金,40.0,5,50401017,10080,40.85,39.4,3.68%
2887,台新金,23.35,5,180177214,36035,24.1,23.0,4.78%
2891,中信金,60.5,4,22830281,4566,61.4,57.0,7.72%
2892,第一金,27.45,4,8158956,1631,27.8,27.2,2.21%
2912,統一超,214.0,5,17517470,3503,221.0,203.5,8.60%
3034,聯詠,477.0,5,2562636,512,498.0,475.0,4.84%
3045,台灣大,111.5,5,19246953,3849,112.5,110.0,2.27%
3231,緯創,158.5,4,3176098,635,158.5,143.0,10.84%
3706,神達,88.8,5,4801000,960,90.5,82.7,9.43%
4904,遠傳,94.6,5,12124956,2424,95.6,92.9,2.91%
5871,中租-KY,107.5,5,6800563,1360,111.5,107.0,4.21%
5876,上海商銀,39.75,5,16500827,3300,40.2,38.65,4.01%
