股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1102,亞泥,2026-05-29,32.6,34.0,4.29%,205245,20870,9.83
2405,輔信,2026-05-29,16.8,17.65,5.06%,18377,3819,4.81
2610,華航,2026-05-29,18.9,19.1,1.06%,314468,46000,6.84
2633,台灣高鐵,2026-05-29,25.05,24.85,-0.8%,222475,19771,11.25
2880,華南金,2026-05-29,29.95,30.5,1.84%,129129,38507,3.35
2886,兆豐金,2026-05-29,40.45,40.0,-1.11%,121250,30820,3.93
2912,統一超,2026-05-29,209.0,214.0,2.39%,20276,5677,3.57
3016,嘉晶,2026-05-29,146.5,138.0,-5.8%,23100,6824,3.38
3257,虹冠電,2026-05-29,65.6,68.8,4.88%,5484,1412,3.88
3528,安馳,2026-05-29,122.5,117.5,-4.08%,5404,1387,3.89
3537,堡達,2026-05-29,77.5,77.0,-0.65%,14036,3408,4.12
4147,中裕,2026-05-29,47.35,49.25,4.01%,5851,1414,4.14
4566,時碩工業,2026-05-29,68.0,70.2,3.24%,7407,1885,3.93
4939,亞電,2026-05-29,47.05,50.5,7.33%,31208,6318,4.94
5452,佶優,2026-05-29,32.5,34.95,7.54%,8035,2470,3.25
5880,合庫金,2026-05-29,22.7,22.85,0.66%,71316,19604,3.64
6134,萬旭,2026-05-29,34.0,36.2,6.47%,7845,1483,5.29
6223,旺矽,2026-05-29,6165.0,5960.0,-3.33%,7883,1701,4.63
6235,華孚,2026-05-29,44.1,45.0,2.04%,8756,1401,6.25
6411,晶焱,2026-05-29,117.0,110.0,-5.98%,9205,2626,3.51
6550,北極星藥業-KY,2026-05-29,14.05,13.5,-3.91%,8254,2311,3.57
6589,台康生技,2026-05-29,41.05,42.15,2.68%,5758,1475,3.9
6603,富強鑫,2026-05-29,25.25,25.55,1.19%,8253,1741,4.74
6642,富致,2026-05-29,101.0,90.8,-10.1%,5688,1632,3.48
6806,森崴能源,2026-05-29,5.49,6.71,22.22%,17317,1588,10.9
8104,錸寶,2026-05-29,43.3,41.15,-4.97%,15570,2018,7.71
8473,山林水,2026-05-29,46.7,50.4,7.92%,6820,1712,3.98
2474,可成,2026-05-29,193.0,203.5,5.44%,61961,9827,6.3
9938,百和,2026-05-29,42.25,42.95,1.66%,7674,2282,3.36
2362,藍天,2026-05-29,41.5,44.05,6.14%,6210,1384,4.49
1326,台化,2026-05-29,45.95,49.9,8.6%,67387,21827,3.09
1609,大亞,2026-05-29,38.0,39.25,3.29%,40746,8743,4.66
1568,倉佑,2026-05-29,45.35,45.35,0.0%,13595,1363,9.97
1522,堤維西,2026-05-29,34.5,34.55,0.14%,13169,2158,6.1
1402,遠東新,2026-05-29,24.75,25.65,3.64%,330333,48078,6.87
1563,巧新,2026-05-29,67.2,66.7,-0.74%,14824,1842,8.05
2208,台船,2026-05-29,18.3,17.75,-3.01%,19111,5351,3.57
2324,仁寶,2026-05-29,35.25,36.7,4.11%,709500,128615,5.52
2331,精英,2026-05-29,20.6,22.2,7.77%,11905,3798,3.13
1319,東陽,2026-05-29,95.1,95.1,0.0%,11135,3543,3.14
1504,東元,2026-05-29,73.0,75.0,2.74%,176360,28489,6.19
