排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體封裝與測試,5.6,100.0,4/4,-15.15,45.42,-0.38,-0.68
2,記憶體模組,4.24,100.0,7/7,8.46,-25.49,8.8,0.19
3,記憶體製造,7.7,100.0,4/4,161.36,541.59,23.99,49.92
4,TPU_伺服器主板與印刷電路板,1.65,100.0,5/5,-17.68,-2.7,3.79,21.79
5,軍工_航太製造與維修,2.06,100.0,6/6,0.79,2.34,-0.01,-0.01
6,機器人,3.35,92.86,13/14,3.41,27.1,14.28,19.82
7,電器電纜,3.33,90.0,9/10,-5.63,-35.97,-0.16,-4.96
8,銅,4.7,90.0,9/10,69.74,90.37,25.78,61.02
9,軍工_無人機相關,3.25,88.89,8/9,-95.79,7.52,-44.25,-131.13
10,航運,1.03,86.67,13/15,-14.1,-59.46,38.36,96.61
11,軟體設計,1.19,86.67,13/15,1.17,0.18,-0.01,-0.04
12,玻璃,3.23,86.67,13/15,-10.24,-37.19,13.55,58.14
13,PCB,3.96,86.67,13/15,102.11,-59.55,2.49,-13.85
14,鋼鐵,1.39,86.67,13/15,2.87,5.33,-0.35,1.81
15,工業自動化與機器人,1.9,85.71,6/7,-7.43,-17.34,-0.01,1.59
16,廠務系統與水處理,3.39,85.71,6/7,3.53,6.04,-0.01,-0.02
17,低軌衛星,4.89,85.71,6/7,111.1,-6.89,-12.09,-34.42
18,紡織,2.03,85.0,17/20,9.46,0.14,-9.37,-21.01
19,BBU_電源供應器與整合,1.59,80.0,4/5,2.64,29.79,13.39,24.45
20,TPU_散熱,3.13,75.0,3/4,33.72,32.05,13.61,16.04
21,銀,2.64,75.0,3/4,-42.06,-57.36,2.08,3.76
22,光學元件或組裝,1.58,73.33,11/15,-45.42,-106.44,-9.54,-7.03
23,造紙,0.34,71.43,5/7,0.11,0.31,-0.0,0.0
24,半導體設備,0.38,71.43,5/7,-21.21,-47.24,6.74,7.25
25,電池或電源,1.86,70.0,14/20,-16.62,-10.8,12.48,19.63
26,網通設備組件,2.07,70.0,14/20,-113.88,-59.2,-52.04,-120.81
27,被動元件,3.47,68.42,13/19,-43.88,-0.66,16.43,27.59
28,化學,2.43,65.0,13/20,77.64,78.9,-5.91,-16.21
29,記憶體控制IC,1.2,60.0,3/5,-5.29,6.82,0.09,0.1
30,無塵室與機電工程,-0.18,60.0,3/5,-26.93,-34.47,-2.25,24.01
31,BBU_電池模組,1.94,57.14,4/7,-7.69,3.05,-0.13,-1.32
32,IC設計,1.33,53.85,7/13,-122.28,52.61,-42.55,-165.06
33,塑膠,1.46,50.0,9/18,80.5,102.85,2.25,3.59
34,金融,1.34,47.37,9/19,80.5,102.86,2.25,3.59
35,CPO_先進封裝測試,-1.38,40.0,2/5,-25.04,-32.68,-12.41,-25.34
36,CPO_光通訊,0.87,33.33,2/6,-24.95,-71.88,-15.81,-39.37
37,TPU_光通訊與連接器,1.29,25.0,1/4,14.67,-27.77,-13.33,-28.57
