排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,6770,力積電,半導體業,上市,177078,463007
2,2344,華邦電,半導體業,上市,-72131,184509
3,2317,鴻海,其他電子業,上市,11785,103462
4,2337,旺宏,半導體業,上市,74875,80851
5,2881,富邦金,金融保險業,上市,5416,63758
6,1802,台玻,玻璃陶瓷,上市,-14494,62026
7,3231,緯創,電腦及週邊設備業,上市,5507,52182
8,1303,南亞,塑膠工業,上市,-20140,50027
9,2408,南亞科,半導體業,上市,56765,43550
10,2324,仁寶,電腦及週邊設備業,上市,11790,34767
11,2891,中信金,金融保險業,上市,7811,31300
12,2369,菱生,半導體業,上市,553,31033
13,6182,合晶,半導體業,上櫃,443,29106
14,2609,陽明,航運業,上市,2833,28656
15,2303,聯電,半導體業,上市,-50465,28490
16,1717,長興,化學工業,上市,-4613,27766
17,2449,京元電子,半導體業,上市,18852,27367
18,6282,康舒,電子零組件業,上市,2635,25903
19,8150,南茂,半導體業,上市,22666,24698
20,1409,新纖,紡織纖維,上市,11617,24116
21,6548,長科*,半導體業,上櫃,7728,22828
22,2353,宏碁,電腦及週邊設備業,上市,12413,22607
23,2882,國泰金,金融保險業,上市,-1199,21972
24,6116,彩晶,光電業,上市,24674,21153
25,1605,華新,電器電纜,上市,-6780,19958
26,4927,泰鼎-KY,電子零組件業,上市,-369,19112
27,2356,英業達,電腦及週邊設備業,上市,29800,18551
28,6005,群益證,金融保險業,上市,5404,17706
29,3211,順達,電腦及週邊設備業,上櫃,-681,16054
30,4906,正文,通信網路業,上市,4094,15291
31,2312,金寶,其他電子業,上市,-6961,14704
32,2606,裕民,航運業,上市,1077,14464
33,2603,長榮,航運業,上市,1700,14335
34,2027,大成鋼,鋼鐵工業,上市,60,14314
35,5425,台半,半導體業,上櫃,9786,14049
36,3037,欣興,電子零組件業,上市,-556,13860
37,2885,元大金,金融保險業,上市,-918,12437
38,2329,華泰,半導體業,上市,9813,11812
39,6127,九豪,電子零組件業,上櫃,11652,11421
40,3576,聯合再生,光電業,上市,-3338,10620
41,6284,佳邦,電子零組件業,上櫃,2797,10394
42,3704,合勤控,通信網路業,上市,3496,10337
43,2484,希華,電子零組件業,上市,7503,10143
44,3149,正達,光電業,上市,4927,9846
45,2436,偉詮電,半導體業,上市,1068,9730
46,2492,華新科,電子零組件業,上市,2455,9666
47,3706,神達,電腦及週邊設備業,上市,-1030,9200
48,8028,昇陽半導體,半導體業,上市,3502,9085
49,2328,廣宇,電子零組件業,上市,1226,8804
50,2495,普安,電腦及週邊設備業,上市,-4519,8800
