排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,6770,力積電,半導體業,上市,5,177078,463007
2,2317,鴻海,其他電子業,上市,5,11785,103462
3,2881,富邦金,金融保險業,上市,4,5416,63758
4,3231,緯創,電腦及週邊設備業,上市,5,5507,52182
5,2408,南亞科,半導體業,上市,3,56765,43550
6,2324,仁寶,電腦及週邊設備業,上市,4,11790,34767
7,2891,中信金,金融保險業,上市,5,7811,31300
8,6182,合晶,半導體業,上櫃,5,443,29106
9,2609,陽明,航運業,上市,4,2833,28656
10,8150,南茂,半導體業,上市,3,22666,24698
11,6548,長科*,半導體業,上櫃,5,7728,22828
12,2353,宏碁,電腦及週邊設備業,上市,4,12413,22607
13,6005,群益證,金融保險業,上市,5,5404,17706
14,4906,正文,通信網路業,上市,4,4094,15291
15,2606,裕民,航運業,上市,5,1077,14464
16,2603,長榮,航運業,上市,4,1700,14335
17,2027,大成鋼,鋼鐵工業,上市,4,60,14314
18,6284,佳邦,電子零組件業,上櫃,5,2797,10394
19,2436,偉詮電,半導體業,上市,5,1068,9730
20,2492,華新科,電子零組件業,上市,5,2455,9666
21,8028,昇陽半導體,半導體業,上市,4,3502,9085
22,2349,錸德,光電業,上市,4,1167,8332
23,4938,和碩,電腦及週邊設備業,上市,4,5195,7744
24,5388,中磊,通信網路業,上市,5,1676,7312
25,8070,長華*,電子通路業,上市,4,1211,7103
26,8131,福懋科,半導體業,上市,5,1439,6186
27,6175,立敦,電子零組件業,上櫃,4,4210,6009
28,2332,友訊,通信網路業,上市,4,1525,5671
29,6244,茂迪,光電業,上櫃,4,3702,5601
30,2404,漢唐,其他電子業,上市,5,389,5562
31,2376,技嘉,電腦及週邊設備業,上市,4,2721,5415
32,2357,華碩,電腦及週邊設備業,上市,4,206,5373
33,6120,達運,光電業,上市,3,133,5317
34,3264,欣銓,半導體業,上櫃,5,3301,5200
35,2637,慧洋-KY,航運業,上市,4,2319,4983
36,6141,柏承,電子零組件業,上市,4,1965,4770
37,3380,明泰,通信網路業,上市,4,2003,4631
38,5351,鈺創,半導體業,上櫃,4,4151,4563
39,3689,湧德,電子零組件業,上櫃,4,2164,4552
40,2472,立隆電,電子零組件業,上市,4,1167,3745
41,8104,錸寶,光電業,上市,4,2303,3615
42,8358,金居,電子零組件業,上櫃,5,684,3529
43,1568,倉佑,汽車工業,上市,5,1011,3521
44,8105,凌巨,光電業,上市,4,285,3241
45,2498,宏達電,通信網路業,上市,3,412,3156
46,1563,巧新,汽車工業,上市,5,950,2898
47,1524,耿鼎,汽車工業,上市,3,2807,2750
48,2014,中鴻,鋼鐵工業,上市,3,178,2633
49,6531,愛普*,半導體業,上市,4,589,2604
50,3265,台星科,半導體業,上櫃,5,229,2572
51,3591,艾笛森,光電業,上市,5,663,2543
52,3014,聯陽,半導體業,上市,4,92,2479
53,2455,全新,通信網路業,上市,3,345,2457
54,2419,仲琦,通信網路業,上市,4,1708,2390
55,2405,輔信,電腦及週邊設備業,上市,4,170,2331
56,8473,山林水,綠能環保,上市,5,667,2328
57,6509,聚和,化學工業,上櫃,5,458,2309
58,3049,精金,光電業,上市,4,1343,2278
59,2375,凱美,電子零組件業,上市,4,2720,2230
60,8289,泰藝,電子零組件業,上櫃,4,2784,2190
61,3010,華立,電子通路業,上市,5,419,2141
62,6206,飛捷,電腦及週邊設備業,上市,5,62,2122
63,6446,藥華藥,生技醫療業,上市,5,304,2106
64,6412,群電,電子零組件業,上市,4,186,2062
65,2241,艾姆勒,汽車工業,上市,3,1802,2036
66,6026,福邦證,金融保險業,上櫃,4,490,1991
67,3090,日電貿,電子零組件業,上市,4,408,1950
68,6488,環球晶,半導體業,上櫃,4,219,1912
69,3022,威強電,電腦及週邊設備業,上市,5,248,1857
70,1709,和益,化學工業,上市,5,668,1846
71,5536,聖暉*,其他電子業,上櫃,3,247,1841
72,1710,東聯,化學工業,上市,3,1050,1772
73,3551,世禾,綠能環保,上櫃,3,1378,1666
74,2206,三陽工業,汽車工業,上市,5,410,1654
75,2023,燁輝,鋼鐵工業,上市,4,533,1619
76,6550,北極星藥業-KY,生技醫療業,上市,4,167,1614
77,2476,鉅祥,電子零組件業,上市,4,716,1565
78,4973,廣穎,半導體業,上櫃,3,301,1545
79,3528,安馳,電子通路業,上市,5,434,1493
80,3034,聯詠,半導體業,上市,5,76,1425
81,4306,炎洲,塑膠工業,上市,3,235,1383
82,2204,中華,汽車工業,上市,5,489,1354
83,2601,益航,貿易百貨業,上市,5,584,1345
84,2379,瑞昱,半導體業,上市,4,229,1270
85,3026,禾伸堂,電子零組件業,上市,5,222,1253
86,6224,聚鼎,電子零組件業,上市,3,1517,1241
87,2390,云辰,其他電子業,上市,5,308,1226
88,6226,光鼎,光電業,上市,5,206,1171
89,6166,凌華,電腦及週邊設備業,上市,4,324,1065
90,4933,友輝,光電業,上櫃,5,196,1046
91,6143,振曜,通信網路業,上櫃,5,542,1046
92,5284,jpp-KY,其他業,上市,4,181,1020
93,3556,禾瑞亞,半導體業,上櫃,4,868,1013
94,3406,玉晶光,光電業,上市,5,104,1010
95,6414,樺漢,電腦及週邊設備業,上市,3,118,995
96,6411,晶焱,半導體業,上櫃,3,2422,949
97,6546,正基,通信網路業,上櫃,4,298,944
98,1455,集盛,紡織纖維,上市,5,441,915
99,6121,新普,電腦及週邊設備業,上櫃,4,259,909
100,5464,霖宏,電子零組件業,上櫃,5,632,860
101,3491,昇達科,通信網路業,上櫃,5,249,853
102,2420,新巨,電子零組件業,上市,4,423,838
103,3071,協禧,電腦及週邊設備業,上櫃,5,74,835
104,1723,中碳,化學工業,上市,4,299,821
105,3346,麗清,汽車工業,上市,3,376,804
106,6552,易華電,半導體業,上市,5,160,804
107,6196,帆宣,其他電子業,上市,5,8,797
108,6113,亞矽,電子通路業,上櫃,4,61,774
109,3021,鴻名,電子零組件業,上市,4,238,757
110,6134,萬旭,電子零組件業,上櫃,4,304,753
111,3131,弘塑,其他電子業,上櫃,3,535,751
112,6558,興能高,其他電子業,上市,4,468,745
113,2535,達欣工,建材營造業,上市,3,187,733
114,2360,致茂,其他電子業,上市,4,207,730
115,6862,三集瑞-KY,電子零組件業,上市,4,710,714
116,6217,中探針,電子零組件業,上櫃,4,78,683
117,2347,聯強,電子通路業,上市,3,364,663
118,6443,元晶,光電業,上市,3,86,640
119,4721,美琪瑪,化學工業,上櫃,5,4,633
120,1447,力鵬,紡織纖維,上市,4,554,601
121,5410,國眾,資訊服務業,上櫃,3,390,600
122,4168,醣聯,生技醫療業,上櫃,4,30,582
123,3047,訊舟,通信網路業,上市,4,20,580
124,1460,宏遠,紡織纖維,上市,5,142,552
125,2243,宏旭-KY,汽車工業,上市,5,264,541
126,3545,敦泰,半導體業,上市,4,50,529
127,5014,建錩,鋼鐵工業,上櫃,5,58,524
128,3138,耀登,通信網路業,上市,4,21,511
129,5522,遠雄,建材營造業,上市,3,539,481
130,3577,泓格,電腦及週邊設備業,上櫃,3,241,469
131,2527,宏璟,建材營造業,上市,4,210,468
132,4974,亞泰,電子零組件業,上櫃,4,272,467
133,3213,茂訊,電腦及週邊設備業,上櫃,4,48,458
134,1713,國化,化學工業,上市,3,94,453
135,6449,鈺邦,電子零組件業,上市,4,65,446
136,3607,谷崧,電子零組件業,上市,5,147,435
137,2645,長榮航太,航運業,上市,3,215,428
138,1762,中化生,生技醫療業,上市,5,127,401
139,8121,越峰,電子零組件業,上櫃,4,108,390
140,3169,亞信,半導體業,上櫃,4,374,373
141,6152,百一,通信網路業,上市,3,154,372
142,2426,鼎元,光電業,上市,3,2347,370
143,5488,松普,電子零組件業,上櫃,4,36,369
144,8383,千附,其他電子業,上櫃,3,288,361
145,2030,彰源,鋼鐵工業,上市,3,87,355
146,5608,四維航,航運業,上市,3,140,352
147,6270,倍微,電子通路業,上櫃,5,87,347
148,3546,宇峻,文化創意業,上櫃,5,89,344
149,8277,商丞,半導體業,上櫃,5,128,335
150,3206,志豐,電子零組件業,上櫃,3,321,329
151,6136,富爾特,通信網路業,上市,5,83,318
152,3046,建碁,電腦及週邊設備業,上市,3,218,315
153,7709,榮田,電機機械,上櫃,3,386,307
154,4545,銘鈺,電子零組件業,上市,4,42,299
155,3057,喬鼎,電腦及週邊設備業,上市,5,55,297
156,4207,環泰,食品工業,上櫃,5,26,296
157,4534,慶騰,電機機械,上櫃,4,130,291
158,3294,英濟,電子零組件業,上櫃,3,155,268
159,3066,李洲,光電業,上櫃,4,240,268
160,1532,勤美,電機機械,上市,4,193,259
161,2636,台驊控股,航運業,上市,4,124,253
162,5236,凌陽創新,半導體業,上櫃,5,22,249
163,6494,九齊,半導體業,上櫃,4,46,248
164,5324,士開,建材營造業,上櫃,5,2,245
165,6890,來億-KY,運動休閒,上市,5,10,245
166,1525,江申,汽車工業,上市,5,1,241
167,8908,欣雄,油電燃氣業,上櫃,5,54,237
168,6806,森崴能源,綠能環保,上市,4,62,232
169,2520,冠德,建材營造業,上市,3,210,230
170,6592,和潤企業,其他業,上市,4,42,229
171,6259,百徽,電子零組件業,上櫃,3,131,226
172,6870,騰雲,數位雲端,上櫃,4,161,226
173,1103,嘉泥,水泥工業,上市,5,43,210
174,8933,愛地雅,運動休閒,上櫃,5,34,208
175,4155,訊映,生技醫療業,上市,5,70,207
176,1313,聯成,塑膠工業,上市,4,46,206
177,5426,振發,電腦及週邊設備業,上櫃,3,64,200
178,2065,世豐,鋼鐵工業,上櫃,5,20,197
179,2908,特力,貿易百貨業,上市,5,14,194
180,4106,雃博,生技醫療業,上市,5,114,183
181,6606,建德工業,電機機械,上市,4,75,171
182,3533,嘉澤,電子零組件業,上市,4,24,169
183,6417,韋僑,通信網路業,上櫃,5,35,168
184,1604,聲寶,電器電纜,上市,4,24,161
185,3625,西勝,電腦及週邊設備業,上櫃,4,67,155
186,2612,中航,航運業,上市,3,64,154
187,8927,北基,油電燃氣業,上櫃,4,111,145
188,4108,懷特,生技醫療業,上市,5,28,145
189,2816,旺旺保,金融保險業,上市,4,35,135
190,6654,天正國際,其他電子業,上櫃,4,47,135
191,8476,台境*,綠能環保,上市,4,7,134
192,4744,皇將,生技醫療業,上櫃,5,65,133
193,5228,鈺鎧,電子零組件業,上櫃,4,11,131
194,5210,寶碩,資訊服務業,上櫃,4,111,131
195,6792,詠業,通信網路業,上市,4,17,130
196,2017,官田鋼,鋼鐵工業,上市,3,222,126
197,7728,光焱科技,其他電子業,上櫃,5,77,120
198,6598,ABC-KY,生技醫療業,上市,5,10,117
199,4971,IET-KY,半導體業,上櫃,4,42,113
200,3652,精聯,電腦及週邊設備業,上市,5,20,112
201,3540,曜越,電腦及週邊設備業,上櫃,3,41,109
202,5283,禾聯碩,電器電纜,上市,5,36,102
203,9918,欣天然,油電燃氣業,上市,5,23,95
204,5609,中菲行,航運業,上櫃,3,19,84
205,5353,台林,通信網路業,上櫃,5,24,84
206,8390,金益鼎,綠能環保,上櫃,3,122,81
207,3308,聯德,電子零組件業,上市,5,4,81
208,8084,巨虹,電子通路業,上櫃,4,30,76
209,3002,歐格,電腦及週邊設備業,上市,3,62,75
210,7734,印能科技,半導體業,上櫃,4,9,74
211,3716,中化控股,生技醫療業,上市,4,31,65
212,2373,震旦行,其他電子業,上市,3,11,64
213,2114,鑫永銓,橡膠工業,上市,5,10,64
214,5245,智晶,光電業,上櫃,3,50,63
215,3114,好德,電子零組件業,上櫃,4,25,63
216,1338,廣華-KY,汽車工業,上市,3,32,62
217,5215,科嘉-KY,電腦及週邊設備業,上市,5,24,62
218,3056,富華新,建材營造業,上市,3,82,60
219,3276,宇環,電子零組件業,上櫃,4,23,59
220,9940,信義,其他業,上市,4,22,56
221,8097,常珵,通信網路業,上櫃,5,9,56
222,8446,華研,文化創意業,上櫃,4,40,53
223,9906,欣巴巴,建材營造業,上市,4,30,53
224,6418,詠昇,電子零組件業,上櫃,5,25,52
225,4433,興采,紡織纖維,上櫃,3,9,51
226,6835,圓裕,電子零組件業,上市,3,50,50
227,4109,加捷生醫,生技醫療業,上櫃,3,8,50
228,1537,廣隆,電機機械,上市,5,8,49
229,5533,皇鼎,建材營造業,上市,5,2,47
230,2762,世界健身-KY,運動休閒,上市,5,29,45
231,6470,宇智,通信網路業,上櫃,4,26,39
232,6720,久昌,半導體業,上櫃,3,16,35
233,3516,亞帝歐,光電業,上櫃,3,3,35
234,1587,吉茂,汽車工業,上市,3,120,34
235,1734,杏輝,生技醫療業,上市,3,88,34
236,4438,廣越,紡織纖維,上市,4,11,31
237,6115,鎰勝,電子零組件業,上市,3,31,29
238,2704,國賓,觀光餐旅,上市,4,2,28
239,2849,安泰銀,金融保險業,上市,3,3,27
240,1464,得力,紡織纖維,上市,4,12,22
241,3666,光耀,光電業,上櫃,4,8,21
242,4972,湯石照明,光電業,上櫃,5,5,21
243,1446,宏和,紡織纖維,上市,3,26,20
244,1590,亞德客-KY,電機機械,上市,4,1,19
245,4702,中美實,居家生活,上櫃,3,5,17
246,3434,哲固,光電業,上櫃,4,7,14
247,6958,日盛台駿,其他業,上市,4,2,13
248,3419,譁裕,通信網路業,上市,3,22,10
249,1725,元禎,化學工業,上市,3,2,9
250,6708,天擎,半導體業,上櫃,3,10,9
251,6582,申豐,橡膠工業,上市,3,6,8
252,4190,佐登-KY,生技醫療業,上市,3,5,8
253,6928,攸泰科技,電腦及週邊設備業,上市,3,13,7
254,4175,杏一,生技醫療業,上櫃,3,3,5
255,3218,大學光,生技醫療業,上櫃,3,27,4
256,2524,京城,建材營造業,上市,3,9,1
257,6593,台灣銘板,資訊服務業,上櫃,3,3,1
258,6895,宏碩系統,半導體業,上櫃,3,4,0
259,3694,海華,通信網路業,上市,4,202,-5
260,2706,第一店,觀光餐旅,上市,4,5,-8
261,5489,彩富,其他電子業,上櫃,3,2,-14
262,6492,生華科,生技醫療業,上櫃,3,19,-17
263,2611,志信,航運業,上市,3,82,-18
264,6194,育富,電子零組件業,上櫃,4,1,-18
265,5292,華懋,綠能環保,上市,3,1,-19
266,6195,詩肯,居家生活,上櫃,4,1,-20
267,3266,昇陽,建材營造業,上市,3,4,-23
268,1459,聯發,紡織纖維,上市,3,15,-26
269,6712,長聖,生技醫療業,上櫃,3,19,-29
270,2491,吉祥全,光電業,上市,3,95,-42
271,5904,寶雅,居家生活,上櫃,3,57,-80
