股票代碼,公司名稱,符合策略數,符合策略
8358,金居,3,"外資買超, 大戶持有, 強勢股"
3450,聯鈞,3,"外資買超, 大戶持有, 強勢股"
6182,合晶,2,"大戶持有, 隔日衝"
2402,毅嘉,2,"外資買超, 大戶持有"
3714,富采,2,"外資買超, 盤整突破"
2329,華泰,2,"外資買超, 大戶持有"
4927,泰鼎-KY,2,"外資買超, 強勢股"
6147,頎邦,2,"外資買超, 強勢股"
2481,強茂,2,"外資買超, 大戶持有"
5439,高技,2,"外資買超, 大戶持有"
3289,宜特,2,"外資買超, 大戶持有"
2049,上銀,2,"外資買超, 強勢股"
6531,愛普*,2,"外資買超, 強勢股"
2340,台亞,2,"強勢股, 盤整突破"
2484,希華,2,"大戶持有, 強勢股"
3221,台嘉碩,2,"大戶持有, 強勢股"
3645,達邁,2,"大戶持有, 強勢股"
6278,台表科,2,"大戶持有, 強勢股"
6456,GIS-KY,2,"大戶持有, 強勢股"
8289,泰藝,2,"大戶持有, 強勢股"
6173,信昌電,2,"大戶持有, 盤整突破"
8111,立碁,2,"大戶持有, 盤整突破"
4939,亞電,2,"大戶持有, 盤整突破"
8043,蜜望實,2,"大戶持有, 盤整突破"
