排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,TPU_散熱,2.37,100.0,4/4,1.79,-22.71,5.17,10.8
2,記憶體製造,6.9,100.0,4/4,25.2,82.74,-10.22,-51.98
3,記憶體模組,9.06,100.0,7/7,54.02,70.72,-3.23,-46.27
4,低軌衛星,3.63,100.0,7/7,13.24,-35.15,5.18,-3.07
5,IC設計,5.57,92.31,12/13,145.85,264.32,55.87,111.71
6,電池或電源,1.51,90.0,18/20,54.61,62.58,17.06,14.72
7,造紙,3.24,85.71,6/7,0.51,-0.22,0.0,0.04
8,BBU_電池模組,1.05,85.71,6/7,8.96,4.89,-0.86,-2.45
9,TPU_伺服器主板與印刷電路板,1.81,80.0,4/5,33.46,26.24,3.77,-6.96
10,電器電纜,1.32,80.0,8/10,7.12,-2.7,0.59,-0.59
11,PCB,2.18,80.0,12/15,-43.25,-179.45,20.1,21.09
12,記憶體控制IC,4.57,80.0,4/5,-1.78,-0.62,-0.12,-0.16
13,航運,0.73,80.0,12/15,7.1,-12.65,3.33,2.01
14,TPU_光通訊與連接器,2.91,75.0,3/4,21.6,34.74,7.92,8.6
15,記憶體封裝與測試,4.79,75.0,3/4,13.19,13.61,-2.98,-12.06
16,半導體設備,3.95,71.43,5/7,-4.83,-42.65,7.71,25.05
17,軟體設計,1.02,66.67,10/15,-1.41,-0.64,0.13,0.1
18,網通設備組件,2.0,65.0,13/20,118.59,198.46,21.41,65.3
19,鋼鐵,0.2,60.0,9/15,-2.04,-4.34,-0.18,-0.15
20,銅,0.89,60.0,6/10,-12.95,-128.49,13.9,6.41
21,CPO_先進封裝測試,-0.05,60.0,3/5,-11.76,-9.05,3.93,17.6
22,BBU_電源供應器與整合,2.18,60.0,3/5,32.22,48.35,18.95,21.96
23,被動元件,0.77,52.63,10/19,37.62,27.36,14.16,21.52
24,CPO_光通訊,-0.4,50.0,3/6,-0.37,55.52,-1.53,4.38
25,銀,-0.02,50.0,2/4,34.66,29.32,-10.18,-13.19
26,化學,0.99,50.0,10/20,27.28,28.87,-2.0,-17.06
27,光學元件或組裝,-0.55,46.67,7/15,3.31,76.18,-5.97,-4.09
28,廠務系統與水處理,-0.03,42.86,3/7,0.49,-0.88,-0.06,-0.07
29,紡織,0.14,40.0,8/20,-3.89,-6.82,0.71,1.12
30,機器人,0.27,35.71,5/14,11.34,23.62,19.98,26.23
31,軍工_無人機相關,0.25,33.33,3/9,90.61,199.58,21.95,49.53
32,軍工_航太製造與維修,0.65,33.33,2/6,-0.57,3.51,-0.01,-0.02
33,玻璃,0.15,33.33,5/15,49.59,11.04,-2.51,-2.23
34,無塵室與機電工程,-1.51,20.0,1/5,11.78,80.69,-4.89,-12.74
35,塑膠,-0.54,16.67,3/18,19.33,4.98,0.81,-11.15
36,金融,-0.57,15.79,3/19,19.33,5.0,0.81,-11.15
37,工業自動化與機器人,-0.71,14.29,1/7,6.48,18.98,-0.07,-0.04
