股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1102,亞泥,37.1,5,43263769,8652,38.0,36.2,4.97%
1215,卜蜂,131.5,4,5900000,1180,138.0,131.5,4.94%
1216,統一,77.8,4,54618000,10923,80.5,76.5,5.23%
2027,大成鋼,35.75,4,28719000,5743,36.3,34.7,4.61%
2357,華碩,540.0,5,13081176,2616,557.0,535.0,4.11%
2603,長榮,191.0,5,12128868,2425,192.5,185.0,4.05%
2606,裕民,61.1,4,8206000,1641,62.1,60.4,2.81%
2645,長榮航太,143.0,5,8233000,1646,151.0,143.0,5.59%
2880,華南金,31.6,4,114611000,22922,32.5,31.35,3.67%
2883,凱基金,17.5,5,26360588,5272,17.8,17.35,2.59%
2884,玉山金,33.85,5,274909819,54981,34.15,32.75,4.27%
2887,台新金,20.55,5,416980197,83396,21.25,20.2,5.20%
2890,永豐金,28.8,4,19045187,3809,29.3,28.65,2.27%
2903,遠百,21.95,4,11470000,2294,22.6,21.85,3.43%
3045,台灣大,110.5,5,82572510,16514,111.5,106.0,5.19%
5483,中美晶,104.0,5,2885561,577,104.5,100.0,4.50%
6274,台燿,483.0,4,4674100,934,512.0,453.5,12.90%
6488,環球晶,413.0,4,5135598,1027,420.0,380.0,10.53%
9904,寶成,30.2,5,3635901,727,30.7,29.9,2.68%
9907,統一實,17.85,4,21714000,4342,18.65,17.85,4.48%
