排名,股票代碼,公司產業,公司名稱,大戶持有比例差,大戶增加比例(%),第一天開盤價,期間最高價,期間最低價,最後一天收盤價,周漲幅
1,4530,觀光餐旅,宏易,29.2,41.2,,,,,
2,4967,半導體業,十銓,10.4,35.9,140.0,165.0,135.0,159.5,13.9
3,3689,電子零組件類,湧德,5.7,24.3,99.8,117.0,99.8,115.0,15.2
4,8088,半導體類,品安,3.5,24.3,41.8,45.4,41.05,44.65,6.8
5,6179,其他,亞通,7.1,24.0,29.25,30.15,28.85,29.8,1.9
6,1815,電子零組件類,富喬,8.0,20.7,81.2,96.5,80.6,92.6,14.0
7,8034,通信網路類,榮群,3.2,19.9,25.6,28.25,25.25,26.3,2.7
8,4979,通信網路類,華星光,6.7,14.0,242.5,309.0,236.5,303.0,24.9
9,4991,半導體類,環宇-KY,8.5,13.5,186.5,237.5,185.0,230.5,23.6
10,6788,半導體類,華景電,4.6,13.3,305.5,368.5,294.0,347.5,13.7
11,3006,半導體業,晶豪科,5.0,13.1,83.4,106.0,80.6,105.0,25.9
12,1727,化學工業,中華化,5.7,11.2,38.0,49.65,38.0,44.0,15.8
13,6706,光電業,惠特,2.9,9.1,114.0,142.0,108.0,134.0,17.5
14,3324,其他電子類,雙鴻,4.4,9.0,910.0,1055.0,906.0,1020.0,12.1
15,3260,半導體類,威剛,4.3,8.2,198.0,233.0,188.5,221.5,11.9
16,1785,其他電子類,光洋科,3.6,7.5,63.5,70.6,61.9,66.6,4.9
17,8028,半導體業,昇陽半導體,2.2,7.2,168.5,178.0,164.0,172.5,2.4
18,2455,通信網路業,全新,3.6,6.7,132.5,158.0,132.0,156.5,18.1
19,1784,生技醫療類,訊聯,1.9,6.5,104.0,117.0,98.0,113.5,9.1
20,6274,電子零組件類,台燿,3.7,5.8,421.0,512.0,421.0,498.0,18.3
21,6770,半導體業,力積電,2.5,5.5,36.65,42.2,35.2,40.05,9.3
22,3357,電子零組件類,臺慶科,2.9,5.2,146.0,149.5,142.5,143.5,-1.7
23,5201,資訊服務類,凱衛,2.6,5.2,48.2,49.55,45.15,46.85,-2.8
24,8155,電子零組件類,博智,2.8,5.2,165.5,183.0,163.5,176.0,6.3
25,8086,半導體類,宏捷科,2.7,5.1,102.5,116.5,102.0,113.5,10.7
26,3207,電子零組件類,耀勝,1.9,4.9,66.1,74.0,65.7,69.0,4.4
27,6425,電機機械,易發,2.4,4.9,92.2,95.8,89.4,92.3,0.1
28,3715,電子工業,定穎投控,2.0,4.6,115.0,126.0,114.0,123.5,7.4
29,8021,其他電子業,尖點,1.6,4.5,165.5,176.5,160.5,168.5,1.8
30,3211,電腦及週邊類,順達,2.5,4.4,318.5,345.0,308.5,323.5,1.6
31,3115,電子零組件類,富榮綱,3.4,4.1,10.5,10.8,10.1,10.15,-3.3
32,3105,半導體類,穩懋,2.2,4.1,173.0,203.0,172.0,189.5,9.5
33,1528,電機機械,恩德,1.6,4.1,15.9,20.05,15.8,20.05,26.1
34,3490,光電業類,單井,0.7,4.1,25.3,26.75,24.85,25.15,-0.6
35,5227,電子零組件類,立凱-KY,0.7,4.0,25.45,26.5,25.2,25.5,0.2
36,3379,電機機械,彬台,1.1,4.0,50.0,51.1,49.3,50.5,1.0
37,6591,電子工業,動力-KY,1.1,3.9,77.0,79.5,76.8,77.7,0.9
38,4956,光電業,光鋐,1.4,3.8,20.65,23.05,20.55,22.35,8.2
39,6217,電子零組件類,中探針,0.9,3.7,50.9,54.2,50.2,53.2,4.5
40,3025,通信網路業,星通,0.8,3.6,61.0,68.6,60.3,66.9,9.7
41,6761,電子零組件類,穩得,1.3,3.6,124.5,147.0,124.5,135.5,8.8
42,3441,光電業類,聯一光,1.1,3.5,38.8,39.9,38.25,38.45,-0.9
43,3701,電子工業,大眾控,2.6,3.5,36.45,52.9,35.5,52.3,43.5
44,2337,半導體業,旺宏,1.2,3.4,39.2,40.1,37.05,39.2,0.0
45,8111,光電業類,立碁,1.2,3.2,69.8,79.8,69.3,75.8,8.6
46,3356,光電業,奇偶,0.8,3.2,45.55,47.9,45.0,46.45,2.0
47,3615,光電業類,安可,1.1,3.2,23.85,25.6,23.85,24.1,1.0
48,4989,電子工業,榮科,1.3,3.2,40.15,50.2,39.7,47.8,19.1
49,3338,電子工業,泰碩,0.9,3.2,48.8,50.4,47.35,48.95,0.3
50,3030,其他電子業,德律,1.9,3.1,174.0,201.0,172.5,199.0,14.4
