股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
1312,國喬,14.85,10.0,5388.0,3172.8,0.0,0.0
2049,上銀,275.0,10.0,1110.33,3597.68,21.0,21.56
4540,全球傳動,51.9,9.95,416.0,360.0,0.0,0.0
6191,精成科,104.5,9.53,-2440.54,-2246.37,-1533.0,-2479.0
3709,鑫聯大投控,74.8,8.72,471.0,301.21,0.0,0.0
