股票代碼,公司名稱,族群,今日漲跌幅,近三交易日漲跌幅,今日成交量
6558,興能高,BBU_電池模組,0.87,6.42,513
3323,加百裕,BBU_電池模組,0.62,0.0,636
3625,西勝,BBU_電池模組,0.3,-0.9,532
6121,新普,BBU_電池模組,0.0,1.3,488
4931,新盛力,BBU_電池模組,-0.71,3.33,4223
6781,AES-KY,BBU_電池模組,-1.11,-0.31,1045
3211,順達,BBU_電池模組,-2.64,-4.5,8796
2301,光寶科,BBU_電源供應器與整合,2.61,1.61,16947
5309,系統電,BBU_電源供應器與整合,0.89,1.98,2972
2308,台達電,BBU_電源供應器與整合,0.57,6.38,12801
3305,昇貿,BBU_電源供應器與整合,0.42,10.14,12295
3625,西勝,BBU_電源供應器與整合,0.3,-0.9,532
3265,台星科,CPO_先進封裝測試,1.74,9.01,7791
6257,矽格,CPO_先進封裝測試,1.39,6.43,20066
6451,訊芯-KY,CPO_先進封裝測試,0.21,21.12,11151
3363,上詮,CPO_先進封裝測試,0.13,-1.97,4902
6515,穎崴,CPO_先進封裝測試,-1.05,5.94,359
4979,華星光,CPO_光通訊,4.3,13.05,25514
3163,波若威,CPO_光通訊,0.0,-1.64,775
4977,眾達-KY,CPO_光通訊,-3.08,-0.26,9470
2455,全新,CPO_光通訊,-4.27,-2.6,3895
3081,聯亞,CPO_光通訊,-6.25,3.33,4529
6442,光聖,CPO_光通訊,-6.95,-1.89,4265
3443,創意,IC設計,9.91,14.88,4080
3443,創意,IC設計,9.91,14.88,4080
6531,愛普*,IC設計,6.88,26.12,15339
2454,聯發科,IC設計,6.17,9.21,12902
3529,力旺,IC設計,5.54,16.2,1111
6643,M31,IC設計,5.43,2.43,1562
6533,晶心科,IC設計,4.93,7.28,960
3661,世芯-KY,IC設計,3.56,10.54,2204
3661,世芯-KY,IC設計,3.56,10.54,2204
3035,智原,IC設計,2.68,0.66,2248
3035,智原,IC設計,2.68,0.66,2248
2388,威盛,IC設計,2.53,4.8,8030
8054,安國,IC設計,0.1,3.88,1369
8358,金居,PCB,9.93,15.99,33555
6213,聯茂,PCB,9.8,3.46,30166
2368,金像電,PCB,9.0,5.02,7030
2383,台光電,PCB,8.42,11.96,3407
6274,台燿,PCB,7.37,7.9,11025
5469,瀚宇博,PCB,5.0,8.58,7030
2316,楠梓電,PCB,4.87,10.23,10842
1815,富喬,PCB,1.33,-5.76,105730
3189,景碩,PCB,1.23,-4.13,26463
3715,定穎投控,PCB,0.0,-0.27,18483
8046,南電,PCB,-1.37,-3.44,14865
4958,臻鼎-KY,PCB,-2.33,-4.55,27097
2367,燿華,PCB,-2.7,-7.1,39495
3037,欣興,PCB,-4.63,-4.48,10850
2313,華通,PCB,-7.71,-8.53,104284
2368,金像電,TPU_伺服器主板與印刷電路板,9.0,5.02,7030
2383,台光電,TPU_伺服器主板與印刷電路板,8.42,11.96,3407
5469,瀚宇博,TPU_伺服器主板與印刷電路板,5.0,8.58,7030
3715,定穎投控,TPU_伺服器主板與印刷電路板,0.0,-0.27,18483
3037,欣興,TPU_伺服器主板與印刷電路板,-4.63,-4.48,10850
2345,智邦,TPU_光通訊與連接器,3.85,11.83,4059
6805,富世達,TPU_光通訊與連接器,-1.98,-5.98,2260
3081,聯亞,TPU_光通訊與連接器,-6.25,3.33,4529
6442,光聖,TPU_光通訊與連接器,-6.95,-1.89,4265
3017,奇鋐,TPU_散熱,5.0,3.36,3772
3324,雙鴻,TPU_散熱,2.66,-2.43,4683
6831,未知,TPU_散熱,0.89,8.62,1641
6805,富世達,TPU_散熱,-1.98,-5.98,2260
2345,智邦,低軌衛星,3.85,11.83,4059
6443,元晶,低軌衛星,2.64,-0.13,12425
2367,燿華,低軌衛星,-2.7,-7.1,39495
3491,昇達科,低軌衛星,-3.08,-1.7,2645
2485,兆赫,低軌衛星,-3.09,12.02,103018
6190,萬泰科,低軌衛星,-4.04,-6.36,13692
2313,華通,低軌衛星,-7.71,-8.53,104284
3008,大立光,光學元件或組裝,9.88,17.11,3642
3406,玉晶光,光學元件或組裝,7.69,15.11,5959
3362,先進光,光學元件或組裝,6.16,17.4,3910
3504,揚明光,光學元件或組裝,5.92,17.37,2470
3019,亞光,光學元件或組裝,4.8,4.8,4549
4976,佳凌,光學元件或組裝,4.37,7.18,1042
4979,華星光,光學元件或組裝,4.3,13.05,25514
6209,今國光,光學元件或組裝,3.8,13.56,14973
2374,佳能,光學元件或組裝,1.69,4.35,5338
3450,聯鈞,光學元件或組裝,1.62,8.64,23501
6668,中揚光,光學元件或組裝,1.32,3.12,291
6451,訊芯-KY,光學元件或組裝,0.21,21.12,11151
4977,眾達-KY,光學元件或組裝,-3.08,-0.26,9470
3081,聯亞,光學元件或組裝,-6.25,3.33,4529
6442,光聖,光學元件或組裝,-6.95,-1.89,4265
1326,台化,化學,9.31,19.74,118775
4720,德淵,化學,6.48,4.31,15447
1301,台塑,化學,5.64,14.56,113652
1303,南亞,化學,3.85,4.46,142070
1440,南紡,化學,3.0,8.7,4702
6505,台塑化,化學,2.0,6.64,24941
1773,勝一,化學,1.64,0.65,1527
1717,長興,化學,0.37,9.76,113970
4763,材料-KY,化學,0.36,-0.47,7731
4755,三福化,化學,0.35,3.21,705
1723,中碳,化學,0.25,5.44,1347
4749,新應材,化學,0.0,4.79,1958
1409,新纖,化學,0.0,8.52,9688
1402,遠東新,化學,-0.19,-1.86,14852
4770,上品,化學,-0.44,-2.35,246
1727,中華化,化學,-0.51,14.6,7819
1722,台肥,化學,-0.85,-0.32,2599
1710,東聯,化學,-1.02,5.43,4890
1725,元禎,化學,-2.86,1.16,358
1304,台聚,化學,-2.99,2.52,16460
3680,家登,半導體設備,6.03,-3.11,4722
6196,帆宣,半導體設備,3.28,3.92,2754
2460,建通,半導體設備,2.37,18.97,4125
6640,均華,半導體設備,-0.28,15.08,1470
6187,萬潤,半導體設備,-0.48,16.82,880
3138,耀登,半導體設備,-0.84,-3.02,2497
3583,辛耘,半導體設備,-2.71,11.6,1665
1312,國喬,塑膠,10.0,16.02,46274
1326,台化,塑膠,9.31,19.74,118775
1301,台塑,塑膠,5.64,14.56,113652
1303,南亞,塑膠,3.85,4.46,142070
1313,聯成,塑膠,3.12,10.92,14856
6505,台塑化,塑膠,2.0,6.64,24941
4306,炎洲,塑膠,1.81,4.07,2355
1315,達新,塑膠,0.62,-0.46,20
1321,大洋,塑膠,0.45,-0.75,268
1307,三芳,塑膠,0.31,2.71,522
1305,華夏,塑膠,0.28,7.62,11588
1325,恆大,塑膠,-0.19,-1.67,163
1314,中石化,塑膠,-0.63,-2.36,18651
1337,再生-KY,塑膠,-1.87,2.85,624
1304,台聚,塑膠,-2.99,2.52,16460
1323,永裕,塑膠,-3.11,-0.46,212
1308,亞聚,塑膠,-3.19,-0.89,7266
1309,台達化,塑膠,-4.04,-3.84,16824
2049,上銀,工業自動化與機器人,10.0,12.24,18440
1597,直得,工業自動化與機器人,9.63,32.63,5715
4576,大銀微系統,工業自動化與機器人,6.06,17.74,17756
6215,和椿,工業自動化與機器人,5.45,9.23,4123
1583,程泰,工業自動化與機器人,3.04,3.16,39
1590,亞德客-KY,工業自動化與機器人,1.83,3.72,454
5443,均豪,工業自動化與機器人,-0.43,0.86,20533
6944,未知,廠務系統與水處理,0.33,-3.59,875
8936,國統,廠務系統與水處理,0.0,-0.6,2491
1535,中宇,廠務系統與水處理,0.0,-0.76,101
6803,崑鼎,廠務系統與水處理,0.0,-0.85,64
8473,山林水,廠務系統與水處理,-1.19,3.03,600
6624,萬年清,廠務系統與水處理,-1.7,-1.2,84
6894,衛司特,廠務系統與水處理,-5.47,-5.96,518
2049,上銀,機器人,10.0,12.24,18440
4540,全球傳動,機器人,9.96,20.42,10696
1597,直得,機器人,9.63,32.63,5715
2464,盟立,機器人,7.13,10.93,7717
4576,大銀微系統,機器人,6.06,17.74,17756
6215,和椿,機器人,5.45,9.23,4123
2359,所羅門,機器人,5.05,1.78,2331
6125,廣運,機器人,3.33,7.51,1998
4583,台灣精銳,機器人,3.02,2.86,252
1504,東元,機器人,2.15,3.7,10634
1590,亞德客-KY,機器人,1.83,3.72,454
6188,廣明,機器人,1.27,0.11,2371
2308,台達電,機器人,0.57,6.38,12801
5443,均豪,機器人,-0.43,0.86,20533
6139,亞翔,無塵室與機電工程,4.1,4.96,6098
5536,聖暉*,無塵室與機電工程,3.96,13.38,2841
2426,鼎元,無塵室與機電工程,1.73,23.02,71718
8222,寶一,無塵室與機電工程,0.58,1.46,249
2404,漢唐,無塵室與機電工程,-1.82,0.88,4999
5475,德宏,玻璃,9.91,13.87,3918
1802,台玻,玻璃,7.57,14.62,292052
6274,台燿,玻璃,7.37,7.9,11025
2464,盟立,玻璃,7.13,10.93,7717
3149,正達,玻璃,3.24,5.39,5952
6405,悅城,玻璃,2.31,-3.01,1107
3044,健鼎,玻璃,2.14,0.93,3904
5340,建榮,玻璃,1.75,-2.52,19008
1815,富喬,玻璃,1.33,-5.76,105730
1810,和成,玻璃,0.58,0.29,701
8240,華宏,玻璃,0.48,8.49,13877
1817,凱撒衛,玻璃,0.26,-0.64,26
1806,冠軍,玻璃,0.0,0.48,329
1809,中釉,玻璃,-0.56,1.92,3483
3037,欣興,玻璃,-4.63,-4.48,10850
1476,儒鴻,紡織,5.23,3.64,1645
1440,南紡,紡織,3.0,8.7,4702
4439,冠星-KY,紡織,1.67,1.77,29
1474,弘裕,紡織,1.46,4.1,122
1451,年興,紡織,1.36,1.91,393
1447,力鵬,紡織,1.34,4.74,1410
1419,新紡,紡織,0.8,0.8,161
4420,光明,紡織,0.66,10.23,106
4426,利勤,紡織,0.59,1.19,162
4438,廣越,紡織,0.52,2.86,128
1464,得力,紡織,0.48,1.95,702
1477,聚陽,紡織,0.46,-2.7,1428
1417,嘉裕,紡織,0.44,-0.22,124
1467,南緯,紡織,0.14,0.14,422
1409,新纖,紡織,0.0,8.52,9688
1455,集盛,紡織,0.0,2.96,447
1402,遠東新,紡織,-0.19,-1.86,14852
1410,南染,紡織,-0.48,-1.11,37
1446,宏和,紡織,-0.61,-0.61,172
1460,宏遠,紡織,-0.71,0.29,537
