排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,BBU_電池模組,2.9,100.0,7/7,-0.42,1.47,-0.55,-3.33
2,銀,5.86,100.0,4/4,119.15,-13.72,7.65,103.05
3,記憶體製造,8.31,100.0,4/4,-13.95,138.05,13.32,21.35
4,軍工_航太製造與維修,1.52,100.0,6/6,1.38,2.68,-0.01,-0.01
5,無塵室與機電工程,6.76,100.0,5/5,35.82,93.96,5.25,-4.32
6,工業自動化與機器人,2.65,100.0,7/7,0.42,7.56,0.01,-0.29
7,記憶體模組,3.91,100.0,7/7,18.58,5.28,-0.13,-13.04
8,被動元件,8.02,94.74,18/19,82.18,-84.82,8.65,107.97
9,光學元件或組裝,6.85,93.33,14/15,44.2,28.89,4.29,-1.18
10,IC設計,5.54,92.31,12/13,45.46,-51.24,24.36,58.01
11,銅,4.72,90.0,9/10,81.8,78.6,7.65,-1.52
12,機器人,2.46,85.71,12/14,-35.1,-21.87,-8.47,-25.59
13,TPU_伺服器主板與印刷電路板,3.32,80.0,4/5,51.53,41.82,0.2,-21.16
14,軟體設計,0.8,80.0,12/15,-1.38,-1.8,-0.0,0.11
15,PCB,4.43,80.0,12/15,42.26,-8.93,14.96,12.04
16,鋼鐵,0.14,80.0,12/15,-0.15,16.01,0.68,-1.73
17,網通設備組件,2.46,80.0,16/20,30.72,-38.88,18.71,35.8
18,電器電纜,1.55,80.0,8/10,0.14,7.5,-0.09,0.01
19,化學,1.88,80.0,16/20,26.13,38.41,1.08,8.59
20,軍工_無人機相關,2.7,77.78,7/9,56.74,-16.72,24.01,43.31
21,TPU_光通訊與連接器,2.26,75.0,3/4,-2.68,29.58,-13.48,-20.27
22,半導體設備,3.15,71.43,5/7,-5.59,-3.2,1.52,5.8
23,廠務系統與水處理,1.59,71.43,5/7,2.86,14.52,0.0,-0.01
24,玻璃,2.44,66.67,10/15,65.11,111.21,17.04,5.0
25,CPO_光通訊,4.04,66.67,4/6,1.34,77.22,-2.51,-34.69
26,記憶體控制IC,0.73,60.0,3/5,-1.59,-0.44,0.02,0.04
27,CPO_先進封裝測試,0.53,60.0,3/5,-10.64,6.84,14.98,29.93
28,電池或電源,0.85,60.0,12/20,-76.49,-58.14,-15.3,-36.9
29,紡織,0.21,55.0,11/20,-4.06,-15.28,-2.06,4.0
30,記憶體封裝與測試,0.36,50.0,2/4,-56.76,-85.16,5.33,4.97
31,塑膠,0.85,50.0,9/18,26.71,48.87,1.03,3.67
32,TPU_散熱,-0.49,50.0,2/4,-3.65,-22.18,-17.96,3.35
33,金融,0.73,47.37,9/19,26.71,48.87,1.03,3.67
34,航運,0.27,46.67,7/15,-8.6,39.5,-2.17,-25.01
35,造紙,0.29,42.86,3/7,0.42,0.67,0.0,-0.01
36,低軌衛星,-1.46,28.57,2/7,-60.12,-92.17,-6.09,-10.66
37,BBU_電源供應器與整合,-0.44,20.0,1/5,-76.46,-60.31,-14.6,-31.17
