股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
6202,盛群,2026-06-15,59.4,65.2,9.76%,22672,5118,4.43
3236,千如,2026-06-15,64.8,69.5,7.25%,38997,9743,4.0
2385,群光,2026-06-15,131.0,121.5,-7.25%,24020,5407,4.44
3303,岱稜,2026-06-15,61.6,62.9,2.11%,11583,1191,9.72
6834,天二科技,2026-06-15,89.1,90.9,2.02%,13199,4102,3.22
2483,百容,2026-06-15,40.0,38.15,-4.63%,17828,4387,4.06
5457,宣德,2026-06-15,39.1,39.1,0.0%,5577,1354,4.12
2537,聯上發,2026-06-15,11.4,12.1,6.14%,9217,2854,3.23
5410,國眾,2026-06-12,45.25,48.0,6.08%,6987,1792,3.9
5498,凱崴,2026-06-12,68.0,67.8,-0.29%,29814,7488,3.98
1714,和桐,2026-06-12,14.95,16.7,11.71%,132650,28791,4.61
6173,信昌電,2026-06-12,276.5,304.0,9.95%,20517,4435,4.63
3532,台勝科,2026-06-12,326.5,359.0,9.95%,12061,2827,4.27
6239,力成,2026-06-12,346.0,327.0,-5.49%,93629,30419,3.08
6834,天二科技,2026-06-12,82.0,90.9,10.85%,12970,3698,3.51
8021,尖點,2026-06-12,608.0,506.0,-16.78%,26962,8455,3.19
4934,太極,2026-06-12,17.2,17.95,4.36%,5772,1680,3.43
8182,加高,2026-06-12,56.5,57.0,0.88%,22412,6945,3.23
3441,聯一光,2026-06-12,72.0,73.7,2.36%,18984,6072,3.13
2406,國碩,2026-06-12,42.2,38.25,-9.36%,112618,27723,4.06
3290,東浦,2026-06-12,63.6,62.5,-1.73%,7121,2259,3.15
2425,承啟,2026-06-12,40.05,38.35,-4.24%,8040,1244,6.46
3441,聯一光,2026-06-11,65.1,73.7,13.21%,22068,5419,4.07
2520,冠德,2026-06-11,35.2,34.75,-1.28%,13487,2577,5.23
8042,金山電,2026-06-11,145.0,187.5,29.31%,18053,2246,8.04
8021,尖點,2026-06-11,529.0,506.0,-4.35%,28431,7633,3.72
2478,大毅,2026-06-11,180.0,188.5,4.72%,36879,10607,3.48
6244,茂迪,2026-06-11,29.8,31.9,7.05%,36272,11235,3.23
2501,國建,2026-06-11,26.65,27.0,1.31%,23980,5329,4.5
6173,信昌電,2026-06-11,249.0,304.0,22.09%,38970,3561,10.94
1714,和桐,2026-06-11,13.95,16.7,19.71%,98457,22400,4.4
2537,聯上發,2026-06-11,11.3,12.1,7.08%,13561,2289,5.92
5521,工信,2026-06-11,11.5,10.6,-7.83%,18722,5981,3.13
5508,永信建,2026-06-11,58.6,56.5,-3.58%,5918,1241,4.77
3290,東浦,2026-06-11,59.5,62.5,5.04%,7200,2052,3.51
5410,國眾,2026-06-11,42.4,48.0,13.21%,6528,1476,4.42
3362,先進光,2026-06-11,166.0,176.5,6.33%,15906,4590,3.47
3550,聯穎,2026-06-11,30.0,28.05,-6.5%,22256,5835,3.81
