股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1210,大成,55.8,5,18367000,3673,56.0,53.8,4.09%
1402,遠東新,27.55,4,72195000,14439,27.95,26.7,4.68%
2105,正新,33.9,4,40790780,8158,35.1,33.2,5.72%
2379,瑞昱,634.0,4,7720631,1544,665.0,586.0,13.48%
2382,廣達,370.0,5,56302559,11260,386.5,359.0,7.66%
2542,興富發,45.45,5,27941000,5588,47.1,41.75,12.81%
2597,潤弘,190.5,4,4966000,993,205.0,181.5,12.95%
2855,統一證,51.4,4,25609797,5121,55.2,49.55,11.40%
2881,富邦金,127.5,5,69586084,13917,129.0,115.0,12.17%
2883,凱基金,28.8,4,267944076,53588,29.4,26.85,9.50%
2886,兆豐金,44.0,4,9173949,1834,44.95,41.0,9.63%
2887,台新金,31.6,5,72129042,14425,31.75,28.0,13.39%
5871,中租-KY,118.5,5,24813921,4962,123.0,114.5,7.42%
9941,裕融,83.0,4,10395533,2079,89.0,81.2,9.61%
