股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1303,南亞,188.5,4,9458551,1891,197.0,174.0,13.22%
1402,遠東新,29.0,5,28178705,5635,30.65,27.3,12.27%
2313,華通,217.5,4,3450266,690,222.0,204.0,8.82%
2455,全新,419.5,4,4183000,836,419.5,374.5,12.02%
2845,遠東銀,13.5,4,5039000,1007,13.7,13.35,2.62%
2855,統一證,46.2,5,4706000,941,47.1,45.35,3.86%
2883,凱基金,31.7,4,13325380,2665,31.95,30.05,6.32%
2884,玉山金,39.0,5,28069590,5613,39.1,37.05,5.53%
3045,台灣大,115.5,5,2682432,536,115.5,111.5,3.59%
4938,和碩,88.8,4,2544000,508,91.0,87.3,4.24%
