股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
3305,昇貿,121.5,9.95,1087.0,799.75,0.0,0.0
4909,新復興,62.2,9.89,-58.0,-1.0,0.0,0.0
2312,金寶,25.05,9.87,2977.5,6660.45,-5.0,-722.0
2455,全新,162.0,9.83,-1434.0,-5847.0,74.0,2065.0
4958,臻鼎-KY,158.5,9.69,-500.64,-4242.43,11.24,92.37
2399,映泰,27.05,9.07,76.0,-16.0,0.0,0.0
2481,強茂,84.4,6.3,175.0,830.32,-7.0,1224.0
1101,台泥,24.95,5.5,-4113.11,12755.2,-30.0,27.0
