股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1402,遠東新,28.35,5,10647948,2129,29.9,28.15,6.22%
1477,聚陽,231.5,5,2653284,530,233.5,217.0,7.60%
2027,大成鋼,40.9,5,30522216,6104,41.9,39.55,5.94%
2317,鴻海,237.0,4,5385663,1077,255.5,236.0,8.26%
2347,聯強,91.3,5,21101803,4220,98.3,91.3,7.67%
2356,英業達,65.4,5,24773722,4954,69.2,65.4,5.81%
2376,技嘉,327.0,5,5323150,1064,348.5,327.0,6.57%
2377,微星,137.0,5,21913679,4382,147.0,136.0,8.09%
2379,瑞昱,776.0,5,6245102,1249,862.0,769.0,12.09%
2382,廣達,373.0,5,11564930,2312,393.0,365.5,7.52%
2412,中華電,141.0,5,17449766,3489,142.5,140.5,1.42%
2458,義隆,188.0,5,8006415,1601,196.5,175.5,11.97%
2474,可成,196.0,5,6107147,1221,214.0,196.0,9.18%
2542,興富發,44.0,5,6318000,1263,45.0,42.1,6.89%
2610,華航,22.0,5,44496762,8899,23.7,21.8,8.72%
2618,長榮航,42.4,5,35548454,7109,45.0,42.0,7.14%
2633,台灣高鐵,26.4,5,7211000,1442,26.9,26.15,2.87%
2885,元大金,69.8,4,7123809,1424,71.9,64.9,10.79%
2886,兆豐金,46.8,5,127156847,25431,47.2,44.75,5.47%
2890,永豐金,41.1,5,94863734,18972,41.8,39.15,6.77%
2891,中信金,70.2,4,13739869,2747,72.2,69.7,3.59%
2892,第一金,33.3,5,137583050,27516,33.65,32.0,5.16%
3023,信邦,325.0,5,5233200,1046,350.0,320.5,9.20%
3045,台灣大,116.5,5,22387611,4477,120.0,116.5,3.00%
3227,原相,232.0,5,3391592,678,250.0,229.0,9.17%
3231,緯創,155.5,5,25134409,5026,162.0,155.5,4.18%
3293,鈊象,770.0,5,3881000,776,819.0,770.0,6.36%
3702,大聯大,109.0,5,40227222,8045,113.0,105.5,7.11%
3706,神達,88.0,5,28571000,5714,94.2,88.0,7.05%
3711,日月光投控,651.0,5,5581096,1116,729.0,648.0,12.50%
4904,遠傳,103.0,5,23280017,4656,105.5,102.0,3.43%
4915,致伸,67.5,5,5767669,1153,69.3,65.7,5.48%
5434,崇越,516.0,5,3758339,751,571.0,516.0,10.66%
5469,瀚宇博,83.1,5,10064000,2012,90.6,83.1,9.03%
5876,上海商銀,42.4,5,5949000,1189,42.8,41.55,3.01%
6026,福邦證,16.1,5,2840255,568,16.6,15.55,6.75%
6139,亞翔,883.0,5,2668200,533,987.0,879.0,12.29%
6191,精成科,103.5,5,13879000,2775,113.5,101.0,12.38%
6278,台表科,195.0,5,4368660,873,221.0,195.0,13.33%
8069,元太,198.5,5,7490035,1498,222.0,198.5,11.84%
8112,至上,90.2,4,13029353,2605,95.4,86.8,9.91%
8422,可寧衛,27.8,5,11473000,2294,29.8,26.5,12.45%
