排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,1717,長興,化學工業,上市,14820,39473
2,2618,長榮航,航運業,上市,8324,27587
3,2105,正新,橡膠工業,上市,3828,19869
4,2812,台中銀,金融保險業,上市,2727,18944
5,4989,榮科,電子零組件業,上市,582,16671
6,2377,微星,電腦及週邊設備業,上市,1961,16409
7,6257,矽格,半導體業,上市,4190,14418
8,2323,中環,光電業,上市,2122,12981
9,5425,台半,半導體業,上櫃,7653,11699
10,2867,三商壽,金融保險業,上市,6694,10906
11,1504,東元,電機機械,上市,9996,10393
12,2356,英業達,電腦及週邊設備業,上市,71,10307
13,2103,台橡,橡膠工業,上市,4119,10307
14,8131,福懋科,半導體業,上市,9978,9926
15,1909,榮成,造紙工業,上市,3614,9379
16,1216,統一,食品工業,上市,4983,9188
17,3264,欣銓,半導體業,上櫃,1794,8853
18,2515,中工,建材營造業,上市,436,8778
19,2371,大同,電機機械,上市,2373,8160
20,1210,大成,食品工業,上市,2066,7995
21,2845,遠東銀,金融保險業,上市,5468,6960
22,2542,興富發,建材營造業,上市,7800,6691
23,8028,昇陽半導體,半導體業,上市,454,6135
24,4541,晟田,其他業,上櫃,2783,5728
25,2885,元大金,金融保險業,上市,5399,5365
26,2436,偉詮電,半導體業,上市,2395,4987
27,2441,超豐,半導體業,上市,1944,4687
28,3227,原相,半導體業,上櫃,607,4625
29,2201,裕隆,汽車工業,上市,2046,4597
30,1904,正隆,造紙工業,上市,2132,4360
31,2457,飛宏,電子零組件業,上市,1672,4235
32,2601,益航,貿易百貨業,上市,2888,4061
33,3055,蔚華科,電子通路業,上市,332,3982
34,3033,威健,電子通路業,上市,272,3525
35,2884,玉山金,金融保險業,上市,9649,3421
36,1709,和益,化學工業,上市,1493,3387
37,3059,華晶科,光電業,上市,1384,3112
38,5302,太欣,半導體業,上櫃,1595,3048
39,2912,統一超,貿易百貨業,上市,2130,2967
40,2374,佳能,光電業,上市,605,2894
41,1722,台肥,化學工業,上市,886,2698
42,2646,星宇航空,航運業,上市,304,2631
43,2466,冠西電,光電業,上市,76,2305
44,1907,永豐餘,造紙工業,上市,1121,2226
45,6491,晶碩,生技醫療業,上市,120,2166
46,1905,華紙,造紙工業,上市,575,2047
47,2851,中再保,金融保險業,上市,480,2022
48,1536,和大,汽車工業,上市,646,1936
49,1227,佳格,食品工業,上市,794,1781
50,3323,加百裕,電腦及週邊設備業,上櫃,1530,1761
51,3689,湧德,電子零組件業,上櫃,116,1759
52,2497,怡利電,汽車工業,上市,1490,1727
53,6962,ITH-KY,半導體業,上市,528,1678
54,3047,訊舟,通信網路業,上市,987,1664
