排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,金融,2.33,94.74,18/19,59.02,20.65,0.51,0.42
2,塑膠,2.34,94.44,17/18,59.01,20.64,0.51,0.42
3,鋼鐵,1.68,93.33,14/15,22.8,16.48,0.46,0.69
4,銅,3.4,90.0,9/10,32.16,5.62,20.4,20.26
5,化學,1.53,85.0,17/20,60.91,21.61,-1.16,-2.81
6,軍工_航太製造與維修,2.06,83.33,5/6,0.38,1.03,0.28,0.35
7,無塵室與機電工程,1.14,80.0,4/5,4.56,7.69,-0.67,-3.7
8,電器電纜,0.64,80.0,8/10,9.42,1.07,-6.01,-6.05
9,軍工_無人機相關,0.99,77.78,7/9,3.66,-4.52,0.52,10.64
10,記憶體製造,3.14,75.0,3/4,106.0,27.38,-5.44,-2.98
11,記憶體封裝與測試,1.55,75.0,3/4,1.27,0.31,-0.72,-1.24
12,被動元件,1.18,73.68,14/19,18.86,2.34,4.29,3.0
13,玻璃,2.68,73.33,11/15,-16.11,0.95,1.14,8.06
14,低軌衛星,1.64,71.43,5/7,22.23,70.4,8.39,21.34
15,紡織,0.42,65.0,13/20,1.48,2.29,-0.9,-1.63
16,電池或電源,0.49,60.0,12/20,40.49,51.09,1.5,0.65
17,CPO_先進封裝測試,-0.96,60.0,3/5,0.51,-1.92,-0.04,2.01
18,PCB,1.76,60.0,9/15,-25.22,-22.33,30.04,53.37
19,記憶體模組,0.57,57.14,4/7,6.82,21.3,-14.87,-29.6
20,廠務系統與水處理,0.66,57.14,4/7,-0.35,-3.5,0.0,-0.01
21,造紙,0.78,57.14,4/7,0.25,0.58,0.0,-0.01
22,航運,0.26,53.33,8/15,14.6,33.62,-4.37,-7.5
23,軟體設計,0.11,46.67,7/15,0.67,1.33,-0.02,-0.06
24,半導體設備,-0.26,42.86,3/7,3.18,2.92,-0.2,-0.27
25,BBU_電源供應器與整合,0.68,40.0,2/5,32.68,48.7,8.94,11.64
26,TPU_伺服器主板與印刷電路板,0.24,40.0,2/5,-68.68,-47.42,24.27,44.26
27,機器人,0.03,35.71,5/14,20.92,9.14,7.87,8.19
28,IC設計,-0.84,30.77,4/13,31.67,35.84,1.01,13.19
29,網通設備組件,-0.09,30.0,6/20,12.82,37.88,0.69,23.34
30,BBU_電池模組,-0.44,28.57,2/7,-1.05,-3.95,-1.28,-5.0
31,TPU_光通訊與連接器,-0.7,25.0,1/4,9.72,32.91,4.27,17.5
32,銀,-0.03,25.0,1/4,-0.01,-5.74,-3.9,-5.05
33,TPU_散熱,0.59,25.0,1/4,1.62,22.46,-4.14,-5.78
34,CPO_光通訊,-3.09,16.67,1/6,-10.58,-3.81,-0.15,1.92
35,工業自動化與機器人,-0.96,14.29,1/7,1.06,0.73,-0.6,-0.05
36,光學元件或組裝,-2.32,6.67,1/15,-10.12,-8.71,-0.35,1.99
37,記憶體控制IC,-1.34,0.0,0/5,-1.95,2.07,0.0,0.19
