股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
3693,營邦,2026-01-09,365.5,344.0,-5.88%,5396,760,7.1
4973,廣穎,2026-01-09,51.3,49.05,-4.39%,31220,5285,5.91
3588,通嘉,2026-01-09,54.5,52.0,-4.59%,5601,595,9.4
6443,元晶,2026-01-09,32.3,31.65,-2.01%,276161,55019,5.02
1586,和勤,2026-01-09,30.1,30.4,1.0%,8972,1073,8.36
4167,松瑞藥,2026-01-09,19.1,19.5,2.09%,6272,1099,5.71
4541,晟田,2026-01-09,44.45,45.65,2.7%,6014,1044,5.76
6776,展碁國際,2026-01-09,58.2,59.5,2.23%,6995,1260,5.55
3498,陽程,2026-01-09,56.2,53.7,-4.45%,6732,1142,5.9
8088,品安,2026-01-09,55.8,53.1,-4.84%,68272,12052,5.66
1789,神隆,2026-01-09,24.0,23.4,-2.5%,18357,1619,11.33
6015,宏遠證,2026-01-09,12.85,12.6,-1.95%,9641,1700,5.67
1714,和桐,2026-01-09,9.28,8.95,-3.56%,39571,4214,9.39
6016,康和證,2026-01-09,15.85,15.1,-4.73%,24540,4034,6.08
3494,誠研,2026-01-09,8.63,8.49,-1.62%,5486,548,10.0
5347,世界,2026-01-08,104.0,108.5,4.33%,99986,14124,7.08
6116,彩晶,2026-01-08,11.25,10.5,-6.67%,282348,29369,9.61
5864,致和證,2026-01-08,16.7,17.55,5.09%,7303,1229,5.94
6015,宏遠證,2026-01-08,11.35,12.6,11.01%,14118,1231,11.46
6126,信音,2026-01-08,37.0,34.8,-5.95%,19749,2054,9.61
6415,矽力*-KY,2026-01-08,229.0,236.5,3.28%,22261,4387,5.07
3374,精材,2026-01-08,170.5,170.5,0.0%,27301,4903,5.57
6026,福邦證,2026-01-08,13.55,14.15,4.43%,7773,1344,5.78
3027,盛達,2026-01-08,25.3,24.95,-1.38%,8421,766,10.99
2855,統一證,2026-01-08,25.55,26.5,3.72%,20758,3179,6.53
2634,漢翔,2026-01-08,52.6,53.1,0.95%,44409,8507,5.22
6485,點序,2026-01-08,102.0,99.3,-2.65%,14285,2846,5.02
2409,友達,2026-01-08,16.95,14.5,-14.45%,941714,182268,5.17
2303,聯電,2026-01-08,57.0,55.1,-3.33%,646733,89306,7.24
8105,凌巨,2026-01-08,15.6,14.55,-6.73%,51464,5588,9.21
1714,和桐,2026-01-08,8.48,8.95,5.54%,18741,2263,8.28
6016,康和證,2026-01-08,13.85,15.1,9.03%,31698,2897,10.94
6415,矽力*-KY,2026-01-07,210.0,236.5,12.62%,20098,3403,5.91
8105,凌巨,2026-01-07,14.2,14.55,2.46%,28057,3031,9.25
8215,明基材,2026-01-07,21.5,20.65,-3.95%,10972,1123,9.76
8374,羅昇,2026-01-07,88.7,84.4,-4.85%,6204,656,9.45
1524,耿鼎,2026-01-07,27.7,30.05,8.48%,6168,1024,6.02
4562,穎漢,2026-01-07,39.3,36.6,-6.87%,6517,787,8.27
3630,新鉅科,2026-01-07,31.8,30.7,-3.46%,7444,1154,6.45
3532,台勝科,2026-01-07,112.0,110.5,-1.34%,16280,2804,5.8
3374,精材,2026-01-07,160.0,170.5,6.56%,25725,3622,7.1
3033,威健,2026-01-07,33.5,31.05,-7.31%,20727,3120,6.64
2409,友達,2026-01-07,16.4,14.5,-11.59%,852102,137232,6.21
2342,茂矽,2026-01-07,36.15,32.4,-10.37%,16586,2635,6.29
2305,全友,2026-01-07,12.3,11.3,-8.13%,5891,757,7.78
2014,中鴻,2026-01-07,15.85,16.35,3.15%,39863,7276,5.48
1773,勝一,2026-01-07,160.0,166.5,4.06%,6696,979,6.83
1717,長興,2026-01-07,51.2,51.4,0.39%,127396,19551,6.52
1713,國化,2026-01-07,49.1,47.3,-3.67%,6040,644,9.37
2489,瑞軒,2026-01-07,17.6,15.65,-11.08%,35699,6291,5.67
