股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
4743,合一,69.3,10.0,1147.6,2751.87,0.0,0.0
8043,蜜望實,87.4,9.94,207.5,168.03,0.0,0.0
5469,瀚宇博,95.4,4.72,-691.9,60.74,0.0,-104.0
