股票代碼,公司名稱,公司產業,上市櫃,prev_body,avg_volume_5d,foreign_yesterday,foreign_3days,trust_yesterday,trust_3days
1101,台泥,水泥工業,上市,0.25,30486.594,-2845.08,13861.27,169.0,-45.0
1102,亞泥,水泥工業,上市,0.3500000000000014,15200.5004,828.8,-6348.85,-105.93,-1947.17
1103,嘉泥,水泥工業,上市,0.0,406.0894,85.24,399.24,0.0,0.0
1104,環泥,水泥工業,上市,0.05000000000000071,646.6274,250.0,137.95,0.0,0.0
1108,幸福,水泥工業,上市,0.0,138.68519999999998,-8.0,-31.0,0.0,0.0
1109,信大,水泥工業,上市,0.049999999999998934,132.5884,4.0,-15.0,0.0,0.0
1110,東泥,水泥工業,上市,0.0,271.33180000000004,-20.0,-7.0,0.0,0.0
1201,味全,食品工業,上市,0.29999999999999893,625.758,169.0,-52.0,0.0,0.0
1203,味王,食品工業,上市,0.0,22.6798,2.0,3.0,0.0,0.0
1210,大成,食品工業,上市,0.0,1040.2033999999999,226.0,50.0,-197.0,-351.0
1213,大飲,食品工業,上市,0.0,27.648400000000002,0.0,0.0,0.0,0.0
1215,卜蜂,食品工業,上市,0.0,1100.8342,-322.0,129.0,254.0,490.0
1216,統一,食品工業,上市,0.29999999999999716,12253.824799999999,1825.08,-9811.99,-5138.08,-6926.05
1217,愛之味,食品工業,上市,0.0,377.95439999999996,40.0,186.0,0.0,0.0
1218,泰山,食品工業,上市,0.04999999999999716,470.4898,171.0,390.0,0.0,0.0
1219,福壽,食品工業,上市,0.0,336.1116,53.0,4.0,0.0,0.0
1220,台榮,食品工業,上市,0.0,121.4384,3.0,58.0,0.0,0.0
1225,福懋油,食品工業,上市,0.25,169.10840000000002,-11.16,-30.16,0.0,0.0
1227,佳格,食品工業,上市,0.15000000000000213,858.792,-239.0,-712.0,0.0,6.0
1229,聯華,食品工業,上市,0.0,2371.2128000000002,-215.0,-1123.0,0.0,-1.0
1231,聯華食,食品工業,上市,0.5999999999999943,503.45299999999986,55.01,21.85,0.0,0.0
1232,大統益,食品工業,上市,0.0,59.742200000000004,-2.0,34.0,0.0,0.0
