股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,70.8,5,19613477,3922,74.8,70.8,5.65%
2382,廣達,316.5,4,42496843,8499,327.0,288.5,13.34%
2603,長榮,211.5,4,14998485,2999,222.0,207.0,7.25%
2615,萬海,81.5,5,8373822,1674,85.3,79.1,7.84%
2618,長榮航,35.2,5,47315290,9463,36.1,34.3,5.25%
2801,彰銀,20.15,4,9284756,1856,20.6,20.15,2.23%
2880,華南金,30.15,4,38880821,7776,32.6,30.15,8.13%
2886,兆豐金,39.4,4,34547063,6909,41.0,39.4,4.06%
2887,台新金,23.6,4,103505993,20701,24.2,23.3,3.86%
2892,第一金,27.7,5,13284076,2656,28.4,27.2,4.41%
2912,統一超,209.5,5,6910947,1382,229.5,209.5,9.55%
3045,台灣大,110.5,5,23484423,4696,116.5,110.0,5.91%
3706,神達,87.4,5,12183000,2436,89.7,79.9,12.27%
4904,遠傳,94.0,5,5733976,1146,99.4,94.0,5.74%
4938,和碩,81.4,4,3572021,714,82.7,76.6,7.96%
5871,中租-KY,107.0,5,7688514,1537,113.5,107.0,6.07%
5876,上海商銀,39.45,4,9539386,1907,40.95,39.45,3.80%
8069,元太,235.0,5,5394377,1078,237.0,218.5,8.47%
