排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2409,友達,光電業,上市,38632,318574
2,3481,群創,光電業,上市,14761,188401
3,6770,力積電,半導體業,上市,61979,118106
4,2312,金寶,其他電子業,上市,7365,90728
5,2324,仁寶,電腦及週邊設備業,上市,39778,80951
6,2317,鴻海,其他電子業,上市,50702,73226
7,1802,台玻,玻璃陶瓷,上市,37504,63824
8,2489,瑞軒,光電業,上市,4481,60254
9,3231,緯創,電腦及週邊設備業,上市,13070,58279
10,2891,中信金,金融保險業,上市,1112,57572
11,6282,康舒,電子零組件業,上市,20951,57189
12,2027,大成鋼,鋼鐵工業,上市,11693,53654
13,1605,華新,電器電纜,上市,11690,44587
14,2353,宏碁,電腦及週邊設備業,上市,8590,44038
15,2603,長榮,航運業,上市,318,34926
16,6182,合晶,半導體業,上櫃,5149,24576
17,3706,神達,電腦及週邊設備業,上市,4997,24275
18,2882,國泰金,金融保險業,上市,5763,23024
19,2369,菱生,半導體業,上市,8066,19233
20,3189,景碩,半導體業,上市,1085,18993
21,4927,泰鼎-KY,電子零組件業,上市,8712,18579
22,4906,正文,通信網路業,上市,13716,17372
23,2618,長榮航,航運業,上市,329,13485
24,2327,國巨,電子零組件業,上市,44,12440
25,3037,欣興,電子零組件業,上市,1656,12398
26,2338,光罩,半導體業,上市,3115,12052
27,2492,華新科,電子零組件業,上市,313,11750
28,1409,新纖,紡織纖維,上市,4502,11626
29,2421,建準,電子零組件業,上市,3820,11082
30,2495,普安,電腦及週邊設備業,上市,4042,10246
31,6284,佳邦,電子零組件業,上櫃,801,9996
32,2328,廣宇,電子零組件業,上市,4392,9861
33,3704,合勤控,通信網路業,上市,78,9476
34,2349,錸德,光電業,上市,4788,8813
35,5388,中磊,通信網路業,上市,1703,8625
36,4526,東台,電機機械,上市,1386,8511
37,2404,漢唐,其他電子業,上市,1652,8497
38,9933,中鼎,其他業,上市,1021,8287
39,6153,嘉聯益,電子零組件業,上市,242,8096
40,8358,金居,電子零組件業,上櫃,511,8042
41,6239,力成,半導體業,上市,1181,7889
42,2436,偉詮電,半導體業,上市,1090,7733
43,2332,友訊,通信網路業,上市,939,7356
44,6005,群益證,金融保險業,上市,3333,6862
45,8926,台汽電,油電燃氣業,上市,4221,6725
46,6202,盛群,半導體業,上市,418,6682
47,6265,方土昶,電子通路業,上櫃,1053,6356
48,2646,星宇航空,航運業,上市,674,5928
49,1727,中華化,化學工業,上市,432,5895
50,2399,映泰,電腦及週邊設備業,上市,2339,5770
51,3062,建漢,通信網路業,上市,172,5446
52,2606,裕民,航運業,上市,3210,5261
53,1609,大亞,電器電纜,上市,1741,5236
54,2357,華碩,電腦及週邊設備業,上市,2133,5038
55,3236,千如,電子零組件業,上櫃,525,4730
56,6244,茂迪,光電業,上櫃,2380,4712
57,2458,義隆,半導體業,上市,77,4306
58,2405,輔信,電腦及週邊設備業,上市,929,4137
59,6919,康霈*,生技醫療業,上市,1735,3978
60,5243,乙盛-KY,光電業,上市,642,3950
61,6548,長科*,半導體業,上櫃,1892,3841
62,4931,新盛力,電腦及週邊設備業,上櫃,557,3785
63,3305,昇貿,其他電子業,上市,3526,3666
64,6412,群電,電子零組件業,上市,482,3547
65,3591,艾笛森,光電業,上市,51,3288
66,6269,台郡,電子零組件業,上市,1064,3238
67,3709,鑫聯大投控,電腦及週邊設備業,上櫃,664,3149
68,1447,力鵬,紡織纖維,上市,138,3114
69,1608,華榮,電器電纜,上市,1445,3031
70,4739,康普,化學工業,上市,1162,3025
71,3034,聯詠,半導體業,上市,625,2920
72,1304,台聚,塑膠工業,上市,1204,2848
73,6125,廣運,光電業,上櫃,2724,2842
74,4533,協易機,電機機械,上櫃,481,2814
75,3545,敦泰,半導體業,上市,360,2798
76,8215,明基材,光電業,上市,1223,2774
77,6695,芯鼎,半導體業,上市,1006,2717
78,3413,京鼎,半導體業,上市,1531,2716
79,5452,佶優,其他電子業,上櫃,450,2677
80,8473,山林水,綠能環保,上市,467,2575
81,6509,聚和,化學工業,上櫃,383,2530
82,3042,晶技,電子零組件業,上市,1050,2479
83,3227,原相,半導體業,上櫃,358,2455
84,8110,華東,半導體業,上市,1645,2442
85,2323,中環,光電業,上市,1536,2401
86,3317,尼克森,半導體業,上櫃,2760,2380
87,2385,群光,電子零組件業,上市,359,2267
88,2392,正崴,電子零組件業,上市,252,2243
89,3380,明泰,通信網路業,上市,823,2233
90,3026,禾伸堂,電子零組件業,上市,359,2211
91,1514,亞力,電機機械,上市,360,2207
92,6104,創惟,半導體業,上櫃,424,2163
93,5371,中光電,光電業,上櫃,734,2046
94,3312,弘憶股,電子通路業,上市,876,2008
95,2476,鉅祥,電子零組件業,上市,418,1988
96,4749,新應材,半導體業,上櫃,168,1972
97,2342,茂矽,半導體業,上市,1021,1971
98,6196,帆宣,其他電子業,上市,412,1926
99,3596,智易,通信網路業,上市,943,1915
100,6191,精成科,電子零組件業,上市,36,1810
101,3265,台星科,半導體業,上櫃,148,1802
102,2308,台達電,電子零組件業,上市,4293,1724
103,6173,信昌電,電子零組件業,上櫃,148,1685
104,4991,環宇-KY,半導體業,上櫃,108,1668
105,3010,華立,電子通路業,上市,275,1658
106,3372,典範,半導體業,上櫃,992,1657
107,3060,銘異,電腦及週邊設備業,上市,481,1643
108,2419,仲琦,通信網路業,上市,605,1623
109,3013,晟銘電,電腦及週邊設備業,上市,900,1614
110,5469,瀚宇博,電子零組件業,上市,275,1607
111,3025,星通,通信網路業,上市,671,1604
112,2383,台光電,電子零組件業,上市,628,1582
113,1308,亞聚,塑膠工業,上市,624,1536
114,2206,三陽工業,汽車工業,上市,294,1531
115,2493,揚博,電子零組件業,上市,1306,1520
116,1313,聯成,塑膠工業,上市,484,1462
117,4908,前鼎,通信網路業,上櫃,205,1452
118,6117,迎廣,電腦及週邊設備業,上市,611,1302
119,3483,力致,電腦及週邊設備業,上櫃,591,1274
120,3047,訊舟,通信網路業,上市,228,1232
121,3323,加百裕,電腦及週邊設備業,上櫃,249,1176
122,1305,華夏,塑膠工業,上市,922,1162
123,3022,威強電,電腦及週邊設備業,上市,377,1152
124,4952,凌通,半導體業,上市,197,1149
125,6446,藥華藥,生技醫療業,上市,491,1131
126,1810,和成,玻璃陶瓷,上市,61,1104
127,3152,璟德,通信網路業,上櫃,488,1102
128,6274,台燿,電子零組件業,上櫃,416,1075
129,6226,光鼎,光電業,上市,140,1043
130,5011,久陽,鋼鐵工業,上櫃,690,1038
131,2009,第一銅,鋼鐵工業,上市,1217,1021
132,6113,亞矽,電子通路業,上櫃,12,1017
133,2465,麗臺,電腦及週邊設備業,上市,29,1017
134,4555,氣立,電機機械,上市,477,1011
135,6257,矽格,半導體業,上市,1225,962
136,6538,倉和,電子零組件業,上櫃,120,949
137,4760,勤凱,其他電子業,上櫃,184,934
138,6546,正基,通信網路業,上櫃,326,916
139,4127,天良,生技醫療業,上櫃,71,873
140,5484,慧友,光電業,上市,308,872
141,6937,天虹,半導體業,上市,345,832
142,2467,志聖,電子零組件業,上市,830,829
143,2390,云辰,其他電子業,上市,102,823
