股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1319,東陽,2026-08-14,85.5,83.9,-1.87%,11869,3218,3.69
2392,正崴,2026-08-14,42.8,43.05,0.58%,16947,2622,6.46
6962,ITH-KY,2026-08-14,32.1,30.75,-4.21%,7264,2156,3.37
6265,方土昶,2026-08-14,62.2,62.5,0.48%,14974,4479,3.34
6155,鈞寶,2026-08-14,63.8,63.7,-0.16%,14033,2861,4.9
5475,德宏,2026-08-14,167.0,170.5,2.1%,27837,7092,3.92
4510,高鋒,2026-08-14,46.8,46.45,-0.75%,5688,1281,4.44
4306,炎洲,2026-08-14,14.9,15.5,4.03%,5019,1064,4.71
3624,光頡,2026-08-14,96.2,89.5,-6.96%,11249,3680,3.06
3498,陽程,2026-08-14,154.0,158.0,2.6%,6332,1898,3.34
3490,單井,2026-08-14,37.85,39.65,4.76%,12749,2474,5.15
3312,弘憶股,2026-08-14,57.0,55.1,-3.33%,7013,1579,4.44
3209,全科,2026-08-14,56.3,52.8,-6.22%,5787,1905,3.04
2915,潤泰全,2026-08-14,57.3,59.5,3.84%,14058,2954,4.76
2645,長榮航太,2026-08-14,182.5,200.0,9.59%,13325,4439,3.0
2483,百容,2026-08-14,41.5,38.1,-8.19%,5839,1646,3.55
9945,潤泰新,2026-08-14,28.1,29.8,6.05%,37276,7639,4.88
2101,南港,2026-08-14,33.1,31.55,-4.68%,9341,2206,4.23
2357,華碩,2026-08-14,968.0,996.0,2.89%,16239,5083,3.19
2208,台船,2026-08-14,19.3,20.3,5.18%,19145,4946,3.87
2324,仁寶,2026-08-14,40.3,43.2,7.2%,402245,79137,5.08
2349,錸德,2026-08-14,11.25,11.6,3.11%,5664,1785,3.17
2331,精英,2026-08-14,19.2,20.7,7.81%,13160,2118,6.21
2359,所羅門,2026-08-14,157.5,159.5,1.27%,26288,8622,3.05
5475,德宏,2026-08-13,157.5,170.5,8.25%,24391,5880,4.15
2324,仁寶,2026-08-13,40.1,43.2,7.73%,211415,64049,3.3
4510,高鋒,2026-08-13,45.3,46.45,2.54%,5156,1042,4.95
1909,榮成,2026-08-13,10.45,10.6,1.44%,10559,3138,3.36
2428,興勤,2026-08-13,255.0,255.0,0.0%,5513,1192,4.62
6173,信昌電,2026-08-13,207.5,210.0,1.2%,36722,6563,5.6
4123,晟德,2026-08-13,34.1,34.3,0.59%,10477,2530,4.14
2465,麗臺,2026-08-13,99.1,95.9,-3.23%,12841,2964,4.33
5904,寶雅,2026-08-13,81.5,79.0,-3.07%,28693,7650,3.75
1709,和益,2026-08-13,28.5,30.35,6.49%,24724,5656,4.37
6155,鈞寶,2026-08-13,60.0,63.7,6.17%,6835,2263,3.02
1513,中興電,2026-08-13,168.5,170.0,0.89%,15449,3952,3.91
3234,光環,2026-08-13,133.5,136.5,2.25%,8173,2119,3.86
4938,和碩,2026-08-13,93.6,94.8,1.28%,66786,15763,4.24
3044,健鼎,2026-08-13,502.0,488.0,-2.79%,14144,3896,3.63
3026,禾伸堂,2026-08-13,706.0,647.0,-8.36%,24964,6873,3.63
2478,大毅,2026-08-13,131.0,128.0,-2.29%,23488,7146,3.29
2903,遠百,2026-08-13,21.9,21.65,-1.14%,7170,2307,3.11
6152,百一,2026-08-12,14.9,14.1,-5.37%,5533,1091,5.07
5904,寶雅,2026-08-12,90.6,79.0,-12.8%,87597,6262,13.99
1608,華榮,2026-08-12,36.3,37.0,1.93%,19567,5877,3.33
6173,信昌電,2026-08-12,186.5,210.0,12.6%,26232,5149,5.09
6603,富強鑫,2026-08-12,27.3,28.0,2.56%,6409,1920,3.34
1605,華新,2026-08-12,38.5,39.05,1.43%,94362,30003,3.15
9933,中鼎,2026-08-12,40.6,42.9,5.67%,9813,2795,3.51
5475,德宏,2026-08-12,136.0,170.5,25.37%,15276,4746,3.22
2417,圓剛,2026-08-12,44.5,45.0,1.12%,5851,1322,4.42
1717,長興,2026-08-12,72.5,71.7,-1.1%,44658,12636,3.53
5426,振發,2026-08-12,31.3,28.0,-10.54%,5096,1215,4.19
5388,中磊,2026-08-12,88.7,79.8,-10.03%,19410,5615,3.46
5340,建榮,2026-08-12,76.1,76.9,1.05%,7422,2214,3.35
4960,誠美材,2026-08-12,20.65,21.85,5.81%,8189,2681,3.05
4716,大立,2026-08-12,18.9,17.7,-6.35%,6201,1317,4.71
4147,中裕,2026-08-12,63.5,64.2,1.1%,5242,1298,4.04
3490,單井,2026-08-12,32.25,39.65,22.95%,5445,1737,3.13
2324,仁寶,2026-08-12,36.75,43.2,17.55%,171747,54914,3.13
3026,禾伸堂,2026-08-12,646.0,647.0,0.15%,24162,6374,3.79
2492,華新科,2026-08-12,298.0,302.5,1.51%,66915,15619,4.28
2465,麗臺,2026-08-12,87.5,95.9,9.6%,8870,2383,3.72
3234,光環,2026-08-12,117.0,136.5,16.67%,5747,1748,3.29
