股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,70.2,5,23500802,4700,73.8,70.0,5.43%
2382,廣達,312.0,5,57203959,11440,327.0,295.0,10.85%
2603,長榮,211.5,5,26389628,5277,222.0,209.0,6.22%
2615,萬海,81.8,4,6832349,1366,85.3,80.0,6.62%
2618,長榮航,34.8,5,63566866,12713,36.1,34.7,4.03%
2880,華南金,29.95,5,55903000,11180,32.5,29.95,8.51%
2886,兆豐金,39.45,5,45063284,9012,40.5,39.4,2.79%
2887,台新金,23.3,5,143386993,28677,24.2,23.3,3.86%
2892,第一金,27.6,5,9705076,1941,28.05,27.2,3.13%
2912,統一超,206.5,5,9502729,1900,224.0,206.5,8.47%
3045,台灣大,110.0,5,24341423,4868,115.0,110.0,4.55%
3706,神達,84.2,5,10241000,2048,89.7,81.0,10.74%
4904,遠傳,92.9,5,7126976,1425,97.5,92.9,4.95%
5871,中租-KY,107.0,5,7451625,1490,113.5,107.0,6.07%
5876,上海商銀,39.45,5,14637772,2927,40.5,39.15,3.45%
8069,元太,249.0,4,4355377,871,251.0,222.0,13.06%
