排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,6770,力積電,半導體業,上市,61753,207697
2,2344,華邦電,半導體業,上市,98945,177797
3,2312,金寶,其他電子業,上市,26715,118261
4,1802,台玻,玻璃陶瓷,上市,10003,75784
5,2317,鴻海,其他電子業,上市,4200,73899
6,3231,緯創,電腦及週邊設備業,上市,186,68447
7,6282,康舒,電子零組件業,上市,4035,58882
8,1303,南亞,塑膠工業,上市,34228,56081
9,2891,中信金,金融保險業,上市,7382,54389
10,1605,華新,電器電纜,上市,1135,53501
11,2324,仁寶,電腦及週邊設備業,上市,-49318,50278
12,6116,彩晶,光電業,上市,-30256,46191
13,1717,長興,化學工業,上市,4621,45959
14,2409,友達,光電業,上市,-273767,44509
15,2489,瑞軒,光電業,上市,-16309,43238
16,2369,菱生,半導體業,上市,17140,37646
17,2303,聯電,半導體業,上市,8160,37339
18,6182,合晶,半導體業,上櫃,12950,36715
19,2027,大成鋼,鋼鐵工業,上市,-8741,36696
20,2603,長榮,航運業,上市,-1571,34802
21,2881,富邦金,金融保險業,上市,44543,27312
22,2353,宏碁,電腦及週邊設備業,上市,-16858,25092
23,2882,國泰金,金融保險業,上市,7779,24028
24,2887,台新金,金融保險業,上市,25169,23956
25,3706,神達,電腦及週邊設備業,上市,325,23682
26,3037,欣興,電子零組件業,上市,11018,23579
27,2337,旺宏,半導體業,上市,29561,22362
28,2609,陽明,航運業,上市,2672,21750
29,4927,泰鼎-KY,電子零組件業,上市,1586,21506
30,6239,力成,半導體業,上市,4693,20454
31,3714,富采,光電業,上市,-560,18397
32,2449,京元電子,半導體業,上市,23456,17270
33,2313,華通,電子零組件業,上市,-15270,17242
34,6456,GIS-KY,光電業,上市,7734,16529
35,3189,景碩,半導體業,上市,299,16185
36,8110,華東,半導體業,上市,11403,15742
37,1409,新纖,紡織纖維,上市,3596,15267
38,3211,順達,電腦及週邊設備業,上櫃,5982,14839
39,4526,東台,電機機械,上市,6182,14121
40,2615,萬海,航運業,上市,-1748,13719
41,6548,長科*,半導體業,上櫃,9150,13276
42,4919,新唐,半導體業,上市,-3447,12533
43,3704,合勤控,通信網路業,上市,3476,12271
44,2338,光罩,半導體業,上市,246,12165
45,2421,建準,電子零組件業,上市,1844,12052
46,2495,普安,電腦及週邊設備業,上市,1053,11895
47,5425,台半,半導體業,上櫃,10017,11837
48,3715,定穎投控,電子零組件業,上市,7387,11746
49,2327,國巨,電子零組件業,上市,-4146,11570
50,6284,佳邦,電子零組件業,上櫃,1080,10953
