排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,6770,力積電,半導體業,上市,61753,207697
2,2344,華邦電,半導體業,上市,98945,177797
3,2312,金寶,其他電子業,上市,26715,118261
4,1802,台玻,玻璃陶瓷,上市,10003,75784
5,2317,鴻海,其他電子業,上市,4200,73899
6,3231,緯創,電腦及週邊設備業,上市,186,68447
7,6282,康舒,電子零組件業,上市,4035,58882
8,2891,中信金,金融保險業,上市,7382,54389
9,1605,華新,電器電纜,上市,1135,53501
10,2369,菱生,半導體業,上市,17140,37646
11,6182,合晶,半導體業,上櫃,12950,36715
12,2882,國泰金,金融保險業,上市,7779,24028
13,3706,神達,電腦及週邊設備業,上市,325,23682
14,3037,欣興,電子零組件業,上市,11018,23579
15,2337,旺宏,半導體業,上市,29561,22362
16,4927,泰鼎-KY,電子零組件業,上市,1586,21506
17,6239,力成,半導體業,上市,4693,20454
18,3189,景碩,半導體業,上市,299,16185
19,8110,華東,半導體業,上市,11403,15742
20,1409,新纖,紡織纖維,上市,3596,15267
21,3211,順達,電腦及週邊設備業,上櫃,5982,14839
22,4526,東台,電機機械,上市,6182,14121
23,6548,長科*,半導體業,上櫃,9150,13276
24,3704,合勤控,通信網路業,上市,3476,12271
25,2338,光罩,半導體業,上市,246,12165
26,2421,建準,電子零組件業,上市,1844,12052
27,2495,普安,電腦及週邊設備業,上市,1053,11895
28,3715,定穎投控,電子零組件業,上市,7387,11746
29,6284,佳邦,電子零組件業,上櫃,1080,10953
30,2436,偉詮電,半導體業,上市,2876,10747
31,6005,群益證,金融保險業,上市,3541,10401
32,2492,華新科,電子零組件業,上市,1205,9863
33,2399,映泰,電腦及週邊設備業,上市,2634,9812
34,2606,裕民,航運業,上市,4845,9502
35,9933,中鼎,其他業,上市,1198,8362
36,2404,漢唐,其他電子業,上市,1674,8353
37,8926,台汽電,油電燃氣業,上市,1544,7934
38,8358,金居,電子零組件業,上櫃,338,7553
39,5388,中磊,通信網路業,上市,306,6987
40,8086,宏捷科,半導體業,上櫃,2639,6946
41,3149,正達,光電業,上市,567,6742
42,8261,富鼎,半導體業,上市,2118,6735
43,3305,昇貿,其他電子業,上市,448,6665
44,3236,千如,電子零組件業,上櫃,1568,6392
45,2308,台達電,電子零組件業,上市,2353,6336
46,6125,廣運,光電業,上櫃,1701,4646
47,2646,星宇航空,航運業,上市,417,4367
48,3042,晶技,電子零組件業,上市,1468,4233
49,2493,揚博,電子零組件業,上市,2367,4083
50,6269,台郡,電子零組件業,上市,602,4042
51,2458,義隆,半導體業,上市,458,3939
52,5371,中光電,光電業,上櫃,45,3753
53,2385,群光,電子零組件業,上市,1298,3734
54,8021,尖點,其他電子業,上市,581,3692
55,6509,聚和,化學工業,上櫃,771,3596
56,3264,欣銓,半導體業,上櫃,1315,3596
57,3709,鑫聯大投控,電腦及週邊設備業,上櫃,198,3595
58,2406,國碩,光電業,上市,1443,3502
59,4533,協易機,電機機械,上櫃,213,3210
60,8473,山林水,綠能環保,上市,659,3184
61,4739,康普,化學工業,上市,306,3057
62,1514,亞力,電機機械,上市,369,2956
63,3591,艾笛森,光電業,上市,603,2937
64,3265,台星科,半導體業,上櫃,392,2932
65,3227,原相,半導體業,上櫃,223,2799
66,3413,京鼎,半導體業,上市,229,2798
67,3010,華立,電子通路業,上市,544,2720
68,3034,聯詠,半導體業,上市,166,2708
69,3596,智易,通信網路業,上市,376,2450
70,2885,元大金,金融保險業,上市,6239,2393
71,3026,禾伸堂,電子零組件業,上市,439,2297
72,4749,新應材,半導體業,上櫃,5,2267
73,2392,正崴,電子零組件業,上市,279,2181
74,3402,漢科,其他電子業,上櫃,1230,1906
75,3372,典範,半導體業,上櫃,98,1874
76,3013,晟銘電,電腦及週邊設備業,上市,28,1830
77,5469,瀚宇博,電子零組件業,上市,119,1825
78,6196,帆宣,其他電子業,上市,27,1815
79,1568,倉佑,汽車工業,上市,943,1782
80,3022,威強電,電腦及週邊設備業,上市,602,1761
81,6117,迎廣,電腦及週邊設備業,上市,429,1736
82,5011,久陽,鋼鐵工業,上櫃,657,1683
83,8255,朋程,電機機械,上櫃,1383,1663
84,2342,茂矽,半導體業,上市,143,1647
85,4991,環宇-KY,半導體業,上櫃,73,1617
86,8131,福懋科,半導體業,上市,241,1565
87,6173,信昌電,電子零組件業,上櫃,10,1542
88,6446,藥華藥,生技醫療業,上市,596,1511
89,2368,金像電,電子零組件業,上市,916,1510
90,2206,三陽工業,汽車工業,上市,130,1486
91,3483,力致,電腦及週邊設備業,上櫃,66,1423
92,5483,中美晶,半導體業,上櫃,329,1392
93,6761,穩得,電子零組件業,上櫃,880,1380
94,6442,光聖,通信網路業,上市,1052,1366
95,2465,麗臺,電腦及週邊設備業,上市,188,1362
96,1563,巧新,汽車工業,上市,851,1328
97,3081,聯亞,通信網路業,上櫃,567,1207
98,4760,勤凱,其他電子業,上櫃,190,1161
99,6226,光鼎,光電業,上市,83,1152
100,6570,維田,電腦及週邊設備業,上櫃,350,1092
101,6538,倉和,電子零組件業,上櫃,8,1060
102,3406,玉晶光,光電業,上市,243,1020
103,2387,精元,電腦及週邊設備業,上市,484,943
104,2390,云辰,其他電子業,上市,18,932
105,6206,飛捷,電腦及週邊設備業,上市,47,912
106,2204,中華,汽車工業,上市,270,865
107,4127,天良,生技醫療業,上櫃,36,845
108,3071,協禧,電腦及週邊設備業,上櫃,252,817
109,3234,光環,通信網路業,上櫃,29,817
110,3528,安馳,電子通路業,上市,51,814
111,3229,晟鈦,電子零組件業,上市,327,753
