排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2312,金寶,其他電子業,上市,26715,118261
2,2891,中信金,金融保險業,上市,7382,54389
3,2369,菱生,半導體業,上市,17140,37646
4,6182,合晶,半導體業,上櫃,12950,36715
5,2882,國泰金,金融保險業,上市,7779,24028
6,6239,力成,半導體業,上市,4693,20454
7,4526,東台,電機機械,上市,6182,14121
8,3704,合勤控,通信網路業,上市,3476,12271
9,2338,光罩,半導體業,上市,246,12165
10,2495,普安,電腦及週邊設備業,上市,1053,11895
11,6284,佳邦,電子零組件業,上櫃,1080,10953
12,2436,偉詮電,半導體業,上市,2876,10747
13,2492,華新科,電子零組件業,上市,1205,9863
14,2399,映泰,電腦及週邊設備業,上市,2634,9812
15,2606,裕民,航運業,上市,4845,9502
16,9933,中鼎,其他業,上市,1198,8362
17,2404,漢唐,其他電子業,上市,1674,8353
18,8926,台汽電,油電燃氣業,上市,1544,7934
19,8358,金居,電子零組件業,上櫃,338,7553
20,5388,中磊,通信網路業,上市,306,6987
21,3305,昇貿,其他電子業,上市,448,6665
22,3236,千如,電子零組件業,上櫃,1568,6392
23,2646,星宇航空,航運業,上市,417,4367
24,6269,台郡,電子零組件業,上市,602,4042
25,2458,義隆,半導體業,上市,458,3939
26,5371,中光電,光電業,上櫃,45,3753
27,2385,群光,電子零組件業,上市,1298,3734
28,6509,聚和,化學工業,上櫃,771,3596
29,3264,欣銓,半導體業,上櫃,1315,3596
30,3709,鑫聯大投控,電腦及週邊設備業,上櫃,198,3595
31,4533,協易機,電機機械,上櫃,213,3210
32,8473,山林水,綠能環保,上市,659,3184
33,3591,艾笛森,光電業,上市,603,2937
34,3265,台星科,半導體業,上櫃,392,2932
35,3227,原相,半導體業,上櫃,223,2799
36,3413,京鼎,半導體業,上市,229,2798
37,3010,華立,電子通路業,上市,544,2720
38,3034,聯詠,半導體業,上市,166,2708
39,3596,智易,通信網路業,上市,376,2450
40,3026,禾伸堂,電子零組件業,上市,439,2297
41,4749,新應材,半導體業,上櫃,5,2267
42,2392,正崴,電子零組件業,上市,279,2181
43,3372,典範,半導體業,上櫃,98,1874
44,6196,帆宣,其他電子業,上市,27,1815
45,1568,倉佑,汽車工業,上市,943,1782
46,3022,威強電,電腦及週邊設備業,上市,602,1761
47,5011,久陽,鋼鐵工業,上櫃,657,1683
48,4991,環宇-KY,半導體業,上櫃,73,1617
49,6173,信昌電,電子零組件業,上櫃,10,1542
50,2206,三陽工業,汽車工業,上市,130,1486
51,6761,穩得,電子零組件業,上櫃,880,1380
52,2465,麗臺,電腦及週邊設備業,上市,188,1362
53,1563,巧新,汽車工業,上市,851,1328
54,4760,勤凱,其他電子業,上櫃,190,1161
55,6226,光鼎,光電業,上市,83,1152
56,6570,維田,電腦及週邊設備業,上櫃,350,1092
57,6538,倉和,電子零組件業,上櫃,8,1060
58,2387,精元,電腦及週邊設備業,上市,484,943
59,2390,云辰,其他電子業,上市,18,932
60,4127,天良,生技醫療業,上櫃,36,845
61,3528,安馳,電子通路業,上市,51,814
62,4933,友輝,光電業,上櫃,100,718
63,3038,全台,光電業,上市,80,656
64,3311,閎暉,通信網路業,上市,238,640
65,3594,磐儀,電腦及週邊設備業,上櫃,122,586
66,1460,宏遠,紡織纖維,上市,142,583
67,2497,怡利電,汽車工業,上市,50,519
68,6698,旭暉應材,其他電子業,上市,87,516
69,3622,洋華,光電業,上市,231,489
70,6552,易華電,半導體業,上市,271,468
71,2425,承啟,電腦及週邊設備業,上市,68,426
72,4155,訊映,生技醫療業,上市,56,422
73,6143,振曜,通信網路業,上櫃,24,390
74,6136,富爾特,通信網路業,上市,82,387
75,5464,霖宏,電子零組件業,上櫃,91,355
76,6270,倍微,電子通路業,上櫃,35,351
77,4207,環泰,食品工業,上櫃,18,315
78,4549,桓達,電機機械,上櫃,66,313
79,8499,鼎炫-KY,其他電子業,上市,63,303
80,1455,集盛,紡織纖維,上市,52,273
81,3015,全漢,電子零組件業,上市,46,268
82,5324,士開,建材營造業,上櫃,41,253
83,1527,鑽全,電機機械,上市,17,220
84,2065,世豐,鋼鐵工業,上櫃,36,192
85,2908,特力,貿易百貨業,上市,54,192
86,1103,嘉泥,水泥工業,上市,12,160
87,2438,翔耀,光電業,上市,90,145
88,8908,欣雄,油電燃氣業,上櫃,48,139
89,8277,商丞,半導體業,上櫃,5,135
90,6203,海韻電,電子零組件業,上櫃,27,130
91,8201,無敵,其他電子業,上市,1,117
92,1323,永裕,塑膠工業,上市,12,91
93,5283,禾聯碩,電器電纜,上市,16,89
94,6578,達邦蛋白,農業科技業,上櫃,17,83
95,4106,雃博,生技醫療業,上市,28,81
96,6585,鼎基,其他業,上市,6,80
97,8097,常珵,通信網路業,上櫃,6,76
98,6923,中台,綠能環保,上市,11,74
99,1268,漢來美食,觀光餐旅,上櫃,8,73
100,6598,ABC-KY,生技醫療業,上市,26,65
101,9918,欣天然,油電燃氣業,上市,5,61
102,5353,台林,通信網路業,上櫃,3,44
103,1737,臺鹽,食品工業,上市,8,38
104,5481,新華,其他業,上櫃,5,24
105,2762,世界健身-KY,運動休閒,上市,3,21
